fold_index,accession,job_id,analysis_id,span_aa,wall_seconds,free_mib_before,requirement_mib,peak_allocated_mib,peak_reserved_mib,emitted_pae,served_structure_bytes,served_pae,verdict,at
502,Q6Y1H2,4890,4891,30,19.72,7043,6357,5382,5500,True,20454,True,ok,2026-09-13T08:31:54
503,Q7LBE3,4891,4892,30,19.26,7043,6357,5382,5500,True,18429,True,ok,2026-09-13T08:32:14
504,Q8IXM6,4892,4893,30,20.08,7043,6357,5382,5500,True,17781,True,ok,2026-09-13T08:32:35
505,Q8NEW7,4893,4894,30,19.94,7043,6357,5382,5500,True,19968,True,ok,2026-09-13T08:32:56
506,Q8NF91,4894,4895,30,20.11,7043,6357,5382,5502,True,19401,True,ok,2026-09-13T08:33:17
507,Q8NH55,4895,4896,30,19.59,7043,6357,5382,5502,True,19158,True,ok,2026-09-13T08:33:37
508,Q8WXH0,4896,4897,30,19.8,7043,6357,5382,5502,True,19644,True,ok,2026-09-13T08:33:58
509,Q96CH1,4897,4898,30,19.39,7043,6357,5382,5500,True,18591,True,ok,2026-09-13T08:34:18
510,Q9BTX1,4898,4899,30,19.42,7043,6357,5382,5502,True,18024,True,ok,2026-09-13T08:34:38
511,Q9BXA5,4899,4900,30,18.18,7043,6357,5382,5500,True,20454,True,ok,2026-09-13T08:34:57
512,Q9H1C0,4900,4901,30,20.32,7043,6357,5382,5500,True,21588,True,ok,2026-09-13T08:35:18
513,Q9HBW0,4901,4902,30,19.43,7043,6357,5382,5502,True,20373,True,ok,2026-09-13T08:35:39
514,Q9NPC1,4902,4903,30,19.62,7043,6357,5382,5502,True,15351,True,ok,2026-09-13T08:35:59
515,Q9NRP0,4903,4904,30,19.84,7043,6357,5382,5502,True,19077,True,ok,2026-09-13T08:36:20
516,Q9NRX6,4904,4905,30,19.72,7043,6357,5382,5502,True,20292,True,ok,2026-09-13T08:36:40
517,Q9UBD6,4905,4906,30,20.75,7043,6357,5382,5500,True,22803,True,ok,2026-09-13T08:37:02
