UniProt Name,UniProt Accession,UniProt gene,Ensembl Gene,CD,CSPA category,main functional class,Surfy,Surfy Score,surfy_class,uniprot_status,uniprot_current_accession,uniprot_current_entry_name,uniprot_primary_gene,gene_symbol_changed,foldable,class_conflict
HIPL2_HUMAN,Q6UWX4,HHIPL2,ENSG00000143512,,NA,,,0.501,unclassified,active_reviewed,Q6UWX4,HIPL2_HUMAN,HHIPL2,no,yes,no
HIS1_HUMAN,P15515,HTN1,ENSG00000126550,,NA,,,0.2675,unclassified,active_reviewed,P15515,HIS1_HUMAN,HTN1,no,yes,no
HIS3_HUMAN,P15516,HTN3,ENSG00000205649,,NA,,,0.2615,unclassified,active_reviewed,P15516,HIS3_HUMAN,HTN3,no,yes,no
HLAE_HUMAN,P13747,HLA-E,ENSG00000206493;ENSG00000229252;ENSG00000233904;ENSG00000230254,,1,Miscellaneous,surface,0.7505,surface,active_reviewed,P13747,HLAE_HUMAN,HLA-E,no,yes,no
HLAF_HUMAN,P30511,HLA-F,ENSG00000204642;ENSG00000206509;ENSG00000229698;ENSG00000137403;ENSG00000235220;ENSG00000237508,,1,Miscellaneous,surface,0.7385,surface,active_reviewed,P30511,HLAF_HUMAN,HLA-F,no,yes,no
HLAG_HUMAN,P17693,HLA-G,ENSG00000204632;ENSG00000206506;ENSG00000233095;ENSG00000235346;ENSG00000235680;ENSG00000230413;ENSG00000237216,,NA,Miscellaneous,surface,0.6248,surface,active_reviewed,P17693,HLAG_HUMAN,HLA-G,no,yes,no
HLAH_HUMAN,P01893,HLA-H,,,NA,Miscellaneous,surface,0.8623,surface,active_reviewed,P01893,HLAH_HUMAN,HLA-H,no,yes,no
HLPDA_HUMAN,Q9Y5L2,HILPDA,ENSG00000135245,,NA,Unclassified,nonsurface,0.1497,non_surface,active_reviewed,Q9Y5L2,HLPDA_HUMAN,HILPDA,no,yes,no
HM13_HUMAN,Q8TCT9,HM13,ENSG00000101294,,NA,Unclassified,surface,0.7425,surface,active_reviewed,Q8TCT9,SPP_HUMAN,HM13,no,yes,no
HMCN1_HUMAN,Q96RW7,HMCN1,ENSG00000143341,,1,,,0.5948,unclassified,active_reviewed,Q96RW7,HMCN1_HUMAN,HMCN1,no,yes,no
HMCN2_HUMAN,Q8NDA2,HMCN2,ENSG00000148357,,NA,,,0.5629,unclassified,active_reviewed,Q8NDA2,HMCN2_HUMAN,HMCN2,no,yes,no
HMDH_HUMAN,P04035,HMGCR,ENSG00000113161,,NA,Enzymes,nonsurface,0.6298,non_surface,active_reviewed,P04035,HMDH_HUMAN,HMGCR,no,yes,no
HMGCL_HUMAN,P35914,HMGCL,ENSG00000117305,,NA,,,0.495,unclassified,active_reviewed,P35914,HMGCL_HUMAN,HMGCL,no,yes,no
HMN11_HUMAN,S4R3Y5,MTRNR2L11,ENSG00000270188,,NA,,,0.2295,unclassified,active_reviewed,S4R3Y5,HMN11_HUMAN,MTRNR2L11,no,yes,no
HMN9_HUMAN,P0CJ76,MTRNR2L9,ENSG00000255633,,NA,,,0.2535,unclassified,active_reviewed,P0CJ76,HMN9_HUMAN,MTRNR2L9,no,yes,no
HMOX1_HUMAN,P09601,HMOX1,ENSG00000100292,,NA,Enzymes,nonsurface,0.0579,non_surface,active_reviewed,P09601,HMOX1_HUMAN,HMOX1,no,yes,no
HMOX2_HUMAN,P30519,HMOX2,ENSG00000103415;ENSG00000277424,,NA,Enzymes,nonsurface,0.0499,non_surface,active_reviewed,P30519,HMOX2_HUMAN,HMOX2,no,yes,no
HMR1_HUMAN,Q95460,MR1,ENSG00000153029,,1,Unclassified,surface,0.7143,surface,active_reviewed,Q95460,HMR1_HUMAN,MR1,no,yes,no
HMSD_HUMAN,A8MTL9,HMSD,ENSG00000221887,,NA,,,0.6647,unclassified,active_reviewed,A8MTL9,HMSD_HUMAN,HMSD,no,yes,no
HPHL1_HUMAN,Q6MZM0,HEPHL1,ENSG00000181333,,NA,Unclassified,surface,0.7345,surface,active_reviewed,Q6MZM0,HPHL1_HUMAN,HEPHL1,no,yes,no
HPLN1_HUMAN,P10915,HAPLN1,ENSG00000145681,,NA,,,0.4691,unclassified,active_reviewed,P10915,HPLN1_HUMAN,HAPLN1,no,yes,no
HPLN2_HUMAN,Q9GZV7,HAPLN2,ENSG00000132702,,NA,,,0.3892,unclassified,active_reviewed,Q9GZV7,HPLN2_HUMAN,HAPLN2,no,yes,no
HPLN3_HUMAN,Q96S86,HAPLN3,,,NA,,,0.3333,unclassified,active_reviewed,Q96S86,HPLN3_HUMAN,HAPLN3,no,yes,no
HPLN4_HUMAN,Q86UW8,HAPLN4,,,NA,,,0.3852,unclassified,active_reviewed,Q86UW8,HPLN4_HUMAN,HAPLN4,no,yes,no
HPS3_HUMAN,Q969F9,HPS3,ENSG00000163755,,NA,,nonsurface,0.1018,non_surface,active_reviewed,Q969F9,HPS3_HUMAN,HPS3,no,yes,no
HPSE2_HUMAN,Q8WWQ2,HPSE2,ENSG00000172987,,NA,,,0.5429,unclassified,active_reviewed,Q8WWQ2,HPSE2_HUMAN,HPSE2,no,yes,no
HPSE_HUMAN,Q9Y251,HPSE,ENSG00000173083,,NA,,,0.7106,unclassified,active_reviewed,Q9Y251,HPSE_HUMAN,HPSE,no,yes,no
HPTR_HUMAN,P00739,HPR,ENSG00000261701,,NA,Unclassified,,0.5489,unclassified,active_reviewed,P00739,HPTR_HUMAN,HPR,no,yes,no
HPT_HUMAN,P00738,HP,ENSG00000257017,,1,Unclassified,,0.7305,unclassified,active_reviewed,P00738,HPT_HUMAN,HP,no,yes,no
HRCT1_HUMAN,Q6UXD1,HRCT1,ENSG00000196196,,NA,Unclassified,nonsurface,0.1477,non_surface,active_reviewed,Q6UXD1,HRCT1_HUMAN,HRCT1,no,yes,no
HRG1_HUMAN,Q6P1K1,SLC48A1,ENSG00000211584,,NA,,nonsurface,0.114,non_surface,active_reviewed,Q6P1K1,HRG1_HUMAN,SLC48A1,no,yes,no
HRG_HUMAN,P04196,HRG,ENSG00000113905,,NA,,,0.6986,unclassified,active_reviewed,P04196,HRG_HUMAN,HRG,no,yes,no
HRH1_HUMAN,P35367,HRH1,ENSG00000196639,,NA,Receptors,surface,0.8782,surface,active_reviewed,P35367,HRH1_HUMAN,HRH1,no,yes,no
HRH2_HUMAN,P25021,HRH2,ENSG00000113749,,NA,Receptors,surface,0.996,surface,active_reviewed,P25021,HRH2_HUMAN,HRH2,no,yes,no
HRH3_HUMAN,Q9Y5N1,HRH3,ENSG00000101180,,NA,Receptors,surface,0.9305,surface,active_reviewed,Q9Y5N1,HRH3_HUMAN,HRH3,no,yes,no
HRH4_HUMAN,Q9H3N8,HRH4,ENSG00000134489,,NA,Receptors,surface,0.8936,surface,active_reviewed,Q9H3N8,HRH4_HUMAN,HRH4,no,yes,no
HRK_HUMAN,O00198,HRK,ENSG00000135116,,NA,Unclassified,nonsurface,0.1697,non_surface,active_reviewed,O00198,HRK_HUMAN,HRK,no,yes,no
HRSL1_HUMAN,Q9HDD0,HRASLS,ENSG00000127252,,NA,,nonsurface,0.1038,non_surface,active_reviewed,Q9HDD0,PLAT1_HUMAN,PLAAT1,yes,yes,no
HRSL2_HUMAN,Q9NWW9,HRASLS2,ENSG00000133328,,NA,Enzymes,nonsurface,0.0479,non_surface,active_reviewed,Q9NWW9,PLAT2_HUMAN,PLAAT2,yes,yes,no
HRSL3_HUMAN,P53816,PLA2G16,ENSG00000176485,,NA,Enzymes,nonsurface,0.0599,non_surface,active_reviewed,P53816,PLAT3_HUMAN,PLAAT3,yes,yes,no
HRSL4_HUMAN,Q9UL19,RARRES3,ENSG00000133321,,NA,Enzymes,nonsurface,0.0798,non_surface,active_reviewed,Q9UL19,PLAT4_HUMAN,PLAAT4,yes,yes,no
HS2ST_HUMAN,Q7LGA3,HS2ST1,ENSG00000153936,,2,,nonsurface,0.0619,non_surface,active_reviewed,Q7LGA3,HS2ST_HUMAN,HS2ST1,no,yes,no
HS3S1_HUMAN,O14792,HS3ST1,ENSG00000002587,,NA,,,0.5908,unclassified,active_reviewed,O14792,HS3S1_HUMAN,HS3ST1,no,yes,no
HS3S2_HUMAN,Q9Y278,HS3ST2,ENSG00000122254,,NA,Enzymes,nonsurface,0.1257,non_surface,active_reviewed,Q9Y278,HS3S2_HUMAN,HS3ST2,no,yes,no
HS3S4_HUMAN,Q9Y661,HS3ST4,ENSG00000182601,,NA,Enzymes,nonsurface,0.1941,non_surface,active_reviewed,Q9Y661,HS3S4_HUMAN,HS3ST4,no,yes,no
HS3S5_HUMAN,Q8IZT8,HS3ST5,ENSG00000249853,,NA,,nonsurface,0.0659,non_surface,active_reviewed,Q8IZT8,HS3S5_HUMAN,HS3ST5,no,yes,no
HS3S6_HUMAN,Q96QI5,HS3ST6,ENSG00000276333,,NA,Enzymes,nonsurface,0.1058,non_surface,active_reviewed,Q96QI5,HS3S6_HUMAN,HS3ST6,no,yes,no
HS3SA_HUMAN,Q9Y663,HS3ST3A1,ENSG00000153976,,NA,Enzymes,nonsurface,0.0753,non_surface,active_reviewed,Q9Y663,HS3SA_HUMAN,HS3ST3A1,no,yes,no
HS3SB_HUMAN,Q9Y662,HS3ST3B1,ENSG00000125430,,NA,Enzymes,,0.4371,unclassified,active_reviewed,Q9Y662,HS3SB_HUMAN,HS3ST3B1,no,yes,no
HSP13_HUMAN,P48723,HSPA13,ENSG00000155304,,2,,,0.479,unclassified,active_reviewed,P48723,HSP13_HUMAN,HSPA13,no,yes,no
HTR5A_HUMAN,Q86XA9,HEATR5A,ENSG00000129493,,NA,Unclassified,nonsurface,0.1717,non_surface,active_reviewed,Q86XA9,HTR5A_HUMAN,HEATR5A,no,yes,no
HTRA1_HUMAN,Q92743,HTRA1,ENSG00000166033,,NA,Enzymes,,0.3992,unclassified,active_reviewed,Q92743,HTRA1_HUMAN,HTRA1,no,yes,no
HTRA2_HUMAN,O43464,HTRA2,ENSG00000115317,,NA,Enzymes,nonsurface,0.2295,non_surface,active_reviewed,O43464,HTRA2_HUMAN,HTRA2,no,yes,no
HTRA3_HUMAN,P83110,HTRA3,ENSG00000170801,,NA,Enzymes,,0.3273,unclassified,active_reviewed,P83110,HTRA3_HUMAN,HTRA3,no,yes,no
HTRA4_HUMAN,P83105,HTRA4,ENSG00000169495,,NA,,,0.3812,unclassified,active_reviewed,P83105,HTRA4_HUMAN,HTRA4,no,yes,no
HUMMR_HUMAN,Q8TDB4,MGARP,ENSG00000137463,,NA,Unclassified,nonsurface,0.1537,non_surface,active_reviewed,Q8TDB4,HUMMR_HUMAN,MGARP,no,yes,no
HUTI_HUMAN,Q96NU7,AMDHD1,ENSG00000139344,,NA,,nonsurface,0.0958,non_surface,active_reviewed,Q96NU7,HUTI_HUMAN,AMDHD1,no,yes,no
HUWE1_HUMAN,Q7Z6Z7,HUWE1,ENSG00000086758,,NA,Unclassified,nonsurface,0.1073,non_surface,active_reviewed,Q7Z6Z7,HUWE1_HUMAN,HUWE1,no,yes,no
HV102_HUMAN,P01743,,,,NA,,,0.5409,unclassified,active_reviewed,P01743,HV146_HUMAN,IGHV1-46,,yes,no
HV103_HUMAN,P23083,,,,NA,,,0.3413,unclassified,active_reviewed,P23083,HV102_HUMAN,IGHV1-2,,yes,no
HV104_HUMAN,P01744,,,,NA,,,0.3154,unclassified,merged,P23083,HV102_HUMAN,IGHV1-2,,yes,no
HV208_HUMAN,P04438,,,,NA,,,0.3393,unclassified,merged,P01814,HV270_HUMAN,IGHV2-70,,yes,no
HV209_HUMAN,P06331,,,,NA,Unclassified,,0.7206,unclassified,active_reviewed,P06331,HV434_HUMAN,IGHV4-34,,yes,no
HV301_HUMAN,P01762,,,,NA,Unclassified,nonsurface,0.1357,non_surface,active_reviewed,P01762,HV311_HUMAN,IGHV3-11,,yes,no
HV303_HUMAN,P01764,,,,NA,Unclassified,,0.3553,unclassified,active_reviewed,P01764,HV323_HUMAN,IGHV3-23,,yes,yes
HV304_HUMAN,P01765,,,,NA,Unclassified,nonsurface,0.1557,non_surface,merged,P01764,HV323_HUMAN,IGHV3-23,,yes,yes
HV308_HUMAN,P01769,,,,NA,Unclassified,nonsurface,0.1637,non_surface,merged,P01768,HV330_HUMAN,IGHV3-30,,yes,no
HVCN1_HUMAN,Q96D96,HVCN1,ENSG00000122986,,NA,Unclassified,nonsurface,0.2196,non_surface,active_reviewed,Q96D96,HVCN1_HUMAN,HVCN1,no,yes,no
HYAL1_HUMAN,Q12794,HYAL1,ENSG00000114378,,NA,,,0.7206,unclassified,active_reviewed,Q12794,HYAL1_HUMAN,HYAL1,no,yes,no
HYAL2_HUMAN,Q12891,HYAL2,ENSG00000068001,,1,,surface,0.7265,surface,active_reviewed,Q12891,HYAL2_HUMAN,HYAL2,no,yes,no
HYAL3_HUMAN,O43820,HYAL3,ENSG00000186792,,NA,,,0.6667,unclassified,active_reviewed,O43820,HYAL3_HUMAN,HYAL3,no,yes,no
HYAL4_HUMAN,Q2M3T9,HYAL4,ENSG00000106302,,NA,Enzymes,nonsurface,0.1936,non_surface,active_reviewed,Q2M3T9,HYAL4_HUMAN,HYAL4,no,yes,no
HYALP_HUMAN,P38567,SPAM1,ENSG00000106304,,NA,Enzymes,surface,0.7226,surface,active_reviewed,P38567,HYALP_HUMAN,SPAM1,no,yes,no
HYAS1_HUMAN,Q92839,HAS1,ENSG00000105509,,NA,Enzymes,,0.4731,unclassified,active_reviewed,Q92839,HYAS1_HUMAN,HAS1,no,yes,no
HYAS2_HUMAN,Q92819,HAS2,ENSG00000170961,,NA,Enzymes,nonsurface,0.3733,non_surface,active_reviewed,Q92819,HYAS2_HUMAN,HAS2,no,yes,no
HYAS3_HUMAN,O00219,HAS3,ENSG00000103044,,NA,Enzymes,,0.5309,unclassified,active_reviewed,O00219,HYAS3_HUMAN,HAS3,no,yes,no
HYOU1_HUMAN,Q9Y4L1,HYOU1,ENSG00000149428,,2,,,0.499,unclassified,active_reviewed,Q9Y4L1,HYOU1_HUMAN,HYOU1,no,yes,no
I10R1_HUMAN,Q13651,IL10RA,ENSG00000110324,CD210,1,Receptors,surface,0.9202,surface,active_reviewed,Q13651,I10R1_HUMAN,IL10RA,no,yes,no
I10R2_HUMAN,Q08334,IL10RB,ENSG00000243646,CDw210b,1,Receptors,surface,0.8814,surface,active_reviewed,Q08334,I10R2_HUMAN,IL10RB,no,yes,no
I11RA_HUMAN,Q14626,IL11RA,ENSG00000137070,,NA,Receptors,surface,0.8643,surface,active_reviewed,Q14626,I11RA_HUMAN,IL11RA,no,yes,no
I12R1_HUMAN,P42701,IL12RB1,ENSG00000096996,CD212,NA,Receptors,surface,0.9461,surface,active_reviewed,P42701,I12R1_HUMAN,IL12RB1,no,yes,no
I12R2_HUMAN,Q99665,IL12RB2,ENSG00000081985,,NA,Receptors,surface,0.9561,surface,active_reviewed,Q99665,I12R2_HUMAN,IL12RB2,no,yes,no
I13R1_HUMAN,P78552,IL13RA1,ENSG00000131724,CD213a1,1,Receptors,surface,0.8962,surface,active_reviewed,P78552,I13R1_HUMAN,IL13RA1,no,yes,no
I13R2_HUMAN,Q14627,IL13RA2,ENSG00000123496,CD213a2,1,Receptors,surface,0.8024,surface,active_reviewed,Q14627,I13R2_HUMAN,IL13RA2,no,yes,no
I15RA_HUMAN,Q13261,IL15RA,ENSG00000134470,CD215,NA,Receptors,surface,0.9122,surface,active_reviewed,Q13261,I15RA_HUMAN,IL15RA,no,yes,no
I17RA_HUMAN,Q96F46,IL17RA,ENSG00000177663,CD217,1,Receptors,surface,0.9351,surface,active_reviewed,Q96F46,I17RA_HUMAN,IL17RA,no,yes,no
I17RB_HUMAN,Q9NRM6,IL17RB,ENSG00000056736,,1,Receptors,surface,0.9615,surface,active_reviewed,Q9NRM6,I17RB_HUMAN,IL17RB,no,yes,no
I17RC_HUMAN,Q8NAC3,IL17RC,ENSG00000163702,,NA,Receptors,surface,0.7641,surface,active_reviewed,Q8NAC3,I17RC_HUMAN,IL17RC,no,yes,no
I17RD_HUMAN,Q8NFM7,IL17RD,ENSG00000144730,,1,Receptors,surface,0.7853,surface,active_reviewed,Q8NFM7,I17RD_HUMAN,IL17RD,no,yes,no
I17RE_HUMAN,Q8NFR9,IL17RE,ENSG00000163701,,NA,Receptors,surface,0.8084,surface,active_reviewed,Q8NFR9,I17RE_HUMAN,IL17RE,no,yes,no
I18BP_HUMAN,O95998,IL18BP,ENSG00000137496,,NA,,,0.7944,unclassified,active_reviewed,O95998,I18BP_HUMAN,IL18BP,no,yes,no
I18RA_HUMAN,O95256,IL18RAP,ENSG00000115607,CD218b,NA,Receptors,surface,0.9002,surface,active_reviewed,O95256,I18RA_HUMAN,IL18RAP,no,yes,no
I20RA_HUMAN,Q9UHF4,IL20RA,ENSG00000016402,,NA,Receptors,surface,0.8064,surface,active_reviewed,Q9UHF4,I20RA_HUMAN,IL20RA,no,yes,no
I20RB_HUMAN,Q6UXL0,IL20RB,ENSG00000174564,,NA,Receptors,surface,0.7984,surface,active_reviewed,Q6UXL0,I20RB_HUMAN,IL20RB,no,yes,no
I22R1_HUMAN,Q8N6P7,IL22RA1,ENSG00000142677,,NA,Receptors,surface,0.7525,surface,active_reviewed,Q8N6P7,I22R1_HUMAN,IL22RA1,no,yes,no
I22R2_HUMAN,Q969J5,IL22RA2,ENSG00000164485,,NA,,,0.7425,unclassified,active_reviewed,Q969J5,I22R2_HUMAN,IL22RA2,no,yes,no
I27L1_HUMAN,Q96BM0,IFI27L1,ENSG00000165948;ENSG00000276880,,NA,Unclassified,nonsurface,0.1996,non_surface,active_reviewed,Q96BM0,I27L1_HUMAN,IFI27L1,no,yes,no
I27L2_HUMAN,Q9H2X8,IFI27L2,ENSG00000119632;ENSG00000276879,,NA,Unclassified,,0.2954,unclassified,active_reviewed,Q9H2X8,I27L2_HUMAN,IFI27L2,no,yes,no
I27RA_HUMAN,Q6UWB1,IL27RA,ENSG00000104998,,1,Unclassified,surface,0.9122,surface,active_reviewed,Q6UWB1,I27RA_HUMAN,IL27RA,no,yes,no
I2BP2_HUMAN,Q7Z5L9,IRF2BP2,ENSG00000168264,,NA,,,0.3872,unclassified,active_reviewed,Q7Z5L9,I2BP2_HUMAN,IRF2BP2,no,yes,no
I5P1_HUMAN,Q14642,INPP5A,ENSG00000068383,,NA,,,0.2735,unclassified,active_reviewed,Q14642,I5P1_HUMAN,INPP5A,no,yes,no
IAPP_HUMAN,P10997,IAPP,ENSG00000121351,,NA,,,0.3792,unclassified,active_reviewed,P10997,IAPP_HUMAN,IAPP,no,yes,no
IBP1_HUMAN,P08833,IGFBP1,ENSG00000146678,,NA,,,0.3633,unclassified,active_reviewed,P08833,IBP1_HUMAN,IGFBP1,no,yes,no
IBP2_HUMAN,P18065,IGFBP2,ENSG00000115457,,NA,,,0.3952,unclassified,active_reviewed,P18065,IBP2_HUMAN,IGFBP2,no,yes,no
IBP3_HUMAN,P17936,IGFBP3,ENSG00000146674,,1,,,0.5709,unclassified,active_reviewed,P17936,IBP3_HUMAN,IGFBP3,no,yes,no
IBP4_HUMAN,P22692,IGFBP4,ENSG00000141753,,NA,,,0.6228,unclassified,active_reviewed,P22692,IBP4_HUMAN,IGFBP4,no,yes,no
IBP5_HUMAN,P24593,IGFBP5,ENSG00000115461,,NA,,,0.3752,unclassified,active_reviewed,P24593,IBP5_HUMAN,IGFBP5,no,yes,no
IBP6_HUMAN,P24592,IGFBP6,ENSG00000167779,,NA,,,0.6786,unclassified,active_reviewed,P24592,IBP6_HUMAN,IGFBP6,no,yes,no
IBP7_HUMAN,Q16270,IGFBP7,ENSG00000163453,,NA,,,0.6587,unclassified,active_reviewed,Q16270,IBP7_HUMAN,IGFBP7,no,yes,no
IBPL1_HUMAN,Q8WX77,IGFBPL1,ENSG00000137142,,NA,,,0.6248,unclassified,active_reviewed,Q8WX77,IBPL1_HUMAN,IGFBPL1,no,yes,no
IC1_HUMAN,P05155,SERPING1,ENSG00000149131,,1,,,0.7385,unclassified,active_reviewed,P05155,IC1_HUMAN,SERPING1,no,yes,no
ICAM1_HUMAN,P05362,ICAM1,ENSG00000090339,CD54,1,Unclassified,surface,0.8882,surface,active_reviewed,P05362,ICAM1_HUMAN,ICAM1,no,yes,no
ICAM2_HUMAN,P13598,ICAM2,ENSG00000108622,CD102,1,Unclassified,surface,0.8882,surface,active_reviewed,P13598,ICAM2_HUMAN,ICAM2,no,yes,no
ICAM3_HUMAN,P32942,ICAM3,ENSG00000076662,CD50,1,Receptors,surface,0.9621,surface,active_reviewed,P32942,ICAM3_HUMAN,ICAM3,no,yes,no
ICAM4_HUMAN,Q14773,ICAM4,ENSG00000105371,CD242,NA,Unclassified,surface,0.7764,surface,active_reviewed,Q14773,ICAM4_HUMAN,ICAM4,no,yes,no
ICAM5_HUMAN,Q9UMF0,ICAM5,ENSG00000105376,,1,Unclassified,surface,0.8543,surface,active_reviewed,Q9UMF0,ICAM5_HUMAN,ICAM5,no,yes,no
ICMT_HUMAN,O60725,ICMT,ENSG00000116237,,NA,Enzymes,nonsurface,0.1765,non_surface,active_reviewed,O60725,ICMT_HUMAN,ICMT,no,yes,no
ICOSL_HUMAN,O75144,ICOSLG,ENSG00000160223;ENSG00000277117,CD275,1,Miscellaneous,surface,0.9401,surface,active_reviewed,O75144,ICOSL_HUMAN,ICOSLG,no,yes,no
ICOS_HUMAN,Q9Y6W8,ICOS,ENSG00000163600,CD278,NA,Unclassified,surface,0.8403,surface,active_reviewed,Q9Y6W8,ICOS_HUMAN,ICOS,no,yes,no
ID1_HUMAN,P41134,ID1,ENSG00000125968,,NA,,,0.3214,unclassified,active_reviewed,P41134,ID1_HUMAN,ID1,no,yes,no
IDD_HUMAN,P98153,DGCR2,ENSG00000070413,,1,Receptors,surface,0.7166,surface,active_reviewed,P98153,IDD_HUMAN,DGCR2,no,yes,no
IDE_HUMAN,P14735,IDE,ENSG00000119912,,NA,,,0.4551,unclassified,active_reviewed,P14735,IDE_HUMAN,IDE,no,yes,no
IDS_HUMAN,P22304,IDS,ENSG00000010404,,NA,,,0.7325,unclassified,active_reviewed,P22304,IDS_HUMAN,IDS,no,yes,no
IDUA_HUMAN,P35475,IDUA,ENSG00000127415,,NA,,,0.6727,unclassified,active_reviewed,P35475,IDUA_HUMAN,IDUA,no,yes,no
IEX1_HUMAN,P46695,IER3,ENSG00000137331;ENSG00000206478;ENSG00000227231;ENSG00000235030;ENSG00000237155;ENSG00000230128,,NA,,nonsurface,0.2595,non_surface,active_reviewed,P46695,IEX1_HUMAN,IER3,no,yes,no
IFI27_HUMAN,P40305,IFI27,ENSG00000165949,,NA,Unclassified,nonsurface,0.2934,non_surface,active_reviewed,P40305,IFI27_HUMAN,IFI27,no,yes,no
IFI6_HUMAN,P09912,IFI6,ENSG00000126709,,NA,Unclassified,,0.4032,unclassified,active_reviewed,P09912,IFI6_HUMAN,IFI6,no,yes,no
IFM10_HUMAN,A6NMD0,IFITM10,ENSG00000244242,,NA,Unclassified,nonsurface,0.2395,non_surface,active_reviewed,A6NMD0,IFM10_HUMAN,IFITM10,no,yes,no
IFM1_HUMAN,P13164,IFITM1,ENSG00000185885,CD225,NA,Miscellaneous,nonsurface,0.1517,non_surface,active_reviewed,P13164,IFM1_HUMAN,IFITM1,no,yes,no
IFM2_HUMAN,Q01629,IFITM2,ENSG00000185201,,NA,Miscellaneous,nonsurface,0.1018,non_surface,active_reviewed,Q01629,IFM2_HUMAN,IFITM2,no,yes,no
IFM3_HUMAN,Q01628,IFITM3,ENSG00000142089,,NA,Miscellaneous,nonsurface,0.1397,non_surface,active_reviewed,Q01628,IFM3_HUMAN,IFITM3,no,yes,no
IFM5_HUMAN,A6NNB3,IFITM5,ENSG00000206013,,NA,Miscellaneous,nonsurface,0.2595,non_surface,active_reviewed,A6NNB3,IFM5_HUMAN,IFITM5,no,yes,no
IFN10_HUMAN,P01566,IFNA10,ENSG00000186803,,NA,,,0.3014,unclassified,active_reviewed,P01566,IFN10_HUMAN,IFNA10,no,yes,no
IFN14_HUMAN,P01570,IFNA14,ENSG00000228083,,NA,,,0.6906,unclassified,active_reviewed,P01570,IFN14_HUMAN,IFNA14,no,yes,no
IFN16_HUMAN,P05015,IFNA16,ENSG00000147885,,NA,,,0.2994,unclassified,active_reviewed,P05015,IFN16_HUMAN,IFNA16,no,yes,no
IFN17_HUMAN,P01571,IFNA17,ENSG00000234829,,NA,,,0.3273,unclassified,active_reviewed,P01571,IFN17_HUMAN,IFNA17,no,yes,no
IFN21_HUMAN,P01568,IFNA21,ENSG00000137080,,NA,,,0.3154,unclassified,active_reviewed,P01568,IFN21_HUMAN,IFNA21,no,yes,no
IFNA1_HUMAN,P01562,IFNA1,ENSG00000197919;ENSG00000233816,,NA,,,0.3273,unclassified,inactive,P01562,,,,no,no
IFNA2_HUMAN,P01563,IFNA2,ENSG00000188379,,NA,,,0.3413,unclassified,active_reviewed,P01563,IFNA2_HUMAN,IFNA2,no,yes,no
IFNA4_HUMAN,P05014,IFNA4,ENSG00000236637,,NA,,,0.3034,unclassified,active_reviewed,P05014,IFNA4_HUMAN,IFNA4,no,yes,no
IFNA5_HUMAN,P01569,IFNA5,ENSG00000147873,,NA,,,0.3733,unclassified,active_reviewed,P01569,IFNA5_HUMAN,IFNA5,no,yes,no
IFNA6_HUMAN,P05013,IFNA6,ENSG00000120235,,NA,,,0.3234,unclassified,active_reviewed,P05013,IFNA6_HUMAN,IFNA6,no,yes,no
IFNA7_HUMAN,P01567,IFNA7,ENSG00000214042,,NA,,,0.3194,unclassified,active_reviewed,P01567,IFNA7_HUMAN,IFNA7,no,yes,no
IFNA8_HUMAN,P32881,IFNA8,ENSG00000120242,,NA,,,0.3054,unclassified,active_reviewed,P32881,IFNA8_HUMAN,IFNA8,no,yes,no
IFNB_HUMAN,P01574,IFNB1,ENSG00000171855,,NA,,,0.6188,unclassified,active_reviewed,P01574,IFNB_HUMAN,IFNB1,no,yes,no
IFNE_HUMAN,Q86WN2,IFNE,ENSG00000184995,,NA,,,0.6747,unclassified,active_reviewed,Q86WN2,IFNE_HUMAN,IFNE,no,yes,no
IFNG_HUMAN,P01579,IFNG,ENSG00000111537,,NA,,,0.6267,unclassified,active_reviewed,P01579,IFNG_HUMAN,IFNG,no,yes,no
IFNK_HUMAN,Q9P0W0,IFNK,ENSG00000147896,,NA,Unclassified,,0.3513,unclassified,active_reviewed,Q9P0W0,IFNK_HUMAN,IFNK,no,yes,no
IFNL1_HUMAN,Q8IU54,IFNL1,ENSG00000182393,,NA,,,0.6527,unclassified,active_reviewed,Q8IU54,IFNL1_HUMAN,IFNL1,no,yes,no
IFNL2_HUMAN,Q8IZJ0,IFNL2,ENSG00000183709,,NA,,,0.3473,unclassified,active_reviewed,Q8IZJ0,IFNL2_HUMAN,IFNL2,no,yes,no
IFNL3_HUMAN,Q8IZI9,IFNL3,ENSG00000197110,,NA,,,0.3553,unclassified,active_reviewed,Q8IZI9,IFNL3_HUMAN,IFNL3,no,yes,no
IFNL4_HUMAN,K9M1U5,IFNL4,,,NA,,,0.483,unclassified,active_reviewed,K9M1U5,IFNL4_HUMAN,IFNL4,no,yes,no
IFNW1_HUMAN,P05000,IFNW1,ENSG00000177047,,NA,,,0.6327,unclassified,active_reviewed,P05000,IFNW1_HUMAN,IFNW1,no,yes,no
IFRD1_HUMAN,O00458,IFRD1,ENSG00000006652,,NA,Unclassified,nonsurface,0.1617,non_surface,active_reviewed,O00458,IFRD1_HUMAN,IFRD1,no,yes,no
IF_HUMAN,P27352,GIF,ENSG00000134812,,NA,,,0.7345,unclassified,active_reviewed,P27352,IF_HUMAN,CBLIF,yes,yes,no
