census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_start,span_end,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,guards,parsed_under
Q8NGN7,surface,active,O10D4_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGC3,surface,active,O10G2_HUMAN,false,,2026-08-06,2022-02-23,37,37,166,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGC4,surface,active,O10G3_HUMAN,false,,2026-08-06,2002-10-01,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGN3,surface,active,O10G4_HUMAN,false,,2026-08-06,2002-10-01,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH81,surface,active,O10G6_HUMAN,false,,2026-08-06,2002-10-01,46,46,1,46,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGN6,surface,active,O10G7_HUMAN,false,,2026-08-06,2002-10-01,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGN5,surface,active,O10G8_HUMAN,false,,2026-08-06,2002-10-01,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGN4,surface,active,O10G9_HUMAN,false,,2026-08-06,2002-10-01,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y4A9,surface,active,O10H1_HUMAN,false,,2026-08-06,1999-11-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60403,surface,active,O10H2_HUMAN,false,,2026-08-06,1998-08-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60404,surface,active,O10H3_HUMAN,false,,2026-08-06,1998-08-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGA5,surface,active,O10H4_HUMAN,false,,2026-08-06,2002-10-01,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGA6,surface,active,O10H5_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P30954,surface,active,O10J1_HUMAN,false,,2026-08-06,2010-03-23,36,36,1,36,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5JRS4,surface,active,O10J3_HUMAN,false,,2026-08-06,2005-02-15,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C629,surface,active,O10J4_HUMAN,false,,2026-08-06,2022-05-25,32,32,171,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHC4,surface,active,O10J5_HUMAN,false,,2026-08-06,2002-10-01,36,36,161,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGY7,surface,active,O10J6_HUMAN,false,,2026-08-06,2002-10-01,36,36,161,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGX5,surface,active,O10K1_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IF99,surface,active,O10K2_HUMAN,false,,2026-08-06,2004-07-05,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGE3,surface,active,O10P1_HUMAN,false,,2026-08-06,2002-10-01,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGQ4,surface,active,O10Q1_HUMAN,false,,2026-08-06,2002-10-01,38,38,165,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGX6,surface,active,O10R2_HUMAN,false,,2026-08-06,2009-02-10,45,45,1,45,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGN2,surface,active,O10S1_HUMAN,false,,2026-08-06,2009-02-10,38,38,1,38,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGX3,surface,active,O10T2_HUMAN,false,,2026-08-06,2002-10-01,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGI7,surface,active,O10V1_HUMAN,false,,2026-08-06,2006-10-17,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGF6,surface,active,O10W1_HUMAN,false,,2026-08-06,2002-10-01,37,37,152,188,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGY0,surface,active,O10X1_HUMAN,false,,2026-08-06,2008-01-15,41,41,1,41,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGY1,surface,active,O10Z1_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9GZK7,surface,active,O11A1_HUMAN,false,,2026-08-06,2001-03-01,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGC1,surface,active,O11G2_HUMAN,false,,2026-08-06,2008-11-04,62,62,1,62,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG94,surface,active,O11H1_HUMAN,false,,2026-08-06,2008-11-04,44,44,1,44,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH07,surface,active,O11H2_HUMAN,false,,2026-08-06,2002-10-01,44,44,1,44,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGC9,surface,active,O11H4_HUMAN,false,,2026-08-06,2002-10-01,37,37,171,207,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGC7,surface,active,O11H6_HUMAN,false,,2026-08-06,2002-10-01,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGC8,surface,active,O11H7_HUMAN,false,,2026-08-06,2008-01-15,38,38,164,201,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
B2RN74,surface,active,O11HC_HUMAN,false,,2026-08-06,2008-07-01,44,44,1,44,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGX0,surface,active,O11L1_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P58182,surface,active,O12D2_HUMAN,false,,2026-08-06,2010-02-09,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UGF7,surface,active,O12D3_HUMAN,false,,2026-08-06,2000-05-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGR1,surface,active,O13A1_HUMAN,false,,2026-08-06,2009-05-05,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS9,surface,active,O13C2_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS6,surface,active,O13C3_HUMAN,false,,2026-08-06,2008-12-16,55,55,1,55,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS5,surface,active,O13C4_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS8,surface,active,O13C5_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH95,surface,active,O13C6_HUMAN,false,,2026-08-06,2014-09-03,27,27,1,27,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS7,surface,active,O13C8_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGT0,surface,active,O13C9_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGV5,surface,active,O13D1_HUMAN,false,,2026-08-06,2009-05-05,57,57,1,57,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS4,surface,active,O13F1_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGZ3,surface,active,O13G1_HUMAN,false,,2026-08-06,2002-10-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG92,surface,active,O13H1_HUMAN,false,,2026-08-06,2002-10-01,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGT2,surface,active,O13J1_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R54,surface,active,O14A2_HUMAN,false,,2026-08-06,2008-07-22,36,36,158,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHC5,surface,active,O14AG_HUMAN,false,,2026-08-06,2002-10-01,42,42,153,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHC7,surface,active,O14CZ_HUMAN,false,,2026-08-06,2002-10-01,36,36,159,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6ND48,surface,active,O14I1_HUMAN,false,,2026-08-06,2007-07-24,27,27,163,189,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UGF5,surface,active,O14J1_HUMAN,false,,2026-08-06,2000-05-01,36,36,159,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGZ2,surface,active,O14K1_HUMAN,false,,2026-08-06,2008-10-14,42,42,153,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHC6,surface,active,O14L1_HUMAN,false,,2026-08-06,2023-06-28,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGT7,surface,active,O2A12_HUMAN,false,,2026-08-06,2002-10-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R47,surface,active,O2A14_HUMAN,false,,2026-08-06,2010-05-18,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A4D2G3,surface,active,O2A25_HUMAN,false,,2026-08-06,2009-03-24,38,38,158,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHA4,surface,active,O2AE1_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H205,surface,active,O2AG1_HUMAN,false,,2026-08-06,2001-06-20,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NM03,surface,active,O2AG2_HUMAN,false,,2026-08-06,2007-07-24,45,45,161,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGZ0,surface,active,O2AJ1_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG84,surface,active,O2AK2_HUMAN,false,,2026-08-06,2009-05-05,40,40,1,40,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGE2,surface,active,O2AP1_HUMAN,false,,2026-08-06,2002-10-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NND4,surface,active,O2AT4_HUMAN,false,,2026-08-06,2007-07-24,34,34,167,200,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGZ9,surface,active,O2T10_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH01,surface,active,O2T11_HUMAN,false,,2026-08-06,2002-10-01,37,37,156,192,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG77,surface,active,O2T12_HUMAN,false,,2026-08-06,2002-10-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH04,surface,active,O2T27_HUMAN,false,,2026-08-06,2002-10-01,37,37,161,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH02,surface,active,O2T29_HUMAN,false,,2026-08-06,2003-10-10,37,37,163,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG76,surface,active,O2T33_HUMAN,false,,2026-08-06,2002-10-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGX1,surface,active,O2T34_HUMAN,false,,2026-08-06,2002-10-01,37,37,164,200,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGX2,surface,active,O2T35_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGL6,surface,active,O4A15_HUMAN,false,,2026-08-06,2009-05-05,53,53,1,53,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH70,surface,active,O4A16_HUMAN,false,,2026-08-06,2002-10-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IF82,surface,active,O4A47_HUMAN,false,,2026-08-06,2008-11-25,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NMZ5,surface,active,O4C45_HUMAN,false,,2026-08-06,2022-05-25,41,41,159,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NHA9,surface,active,O4C46_HUMAN,false,,2026-08-06,2007-07-24,40,40,163,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGB8,surface,active,O4F15_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGA8,surface,active,O4F17_HUMAN,false,,2026-08-06,2002-10-01,37,37,152,188,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95013,surface,active,O4F21_HUMAN,false,,2026-08-06,2007-11-13,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ7,surface,active,O51A2_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ6,surface,active,O51A4_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH64,surface,active,O51A7_HUMAN,false,,2026-08-06,2002-10-01,36,36,161,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y5P1,surface,active,O51B2_HUMAN,false,,2026-08-06,2010-05-18,36,36,159,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y5P0,surface,active,O51B4_HUMAN,false,,2026-08-06,2010-11-02,36,36,158,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H339,surface,active,O51B5_HUMAN,false,,2026-08-06,2010-05-18,36,36,159,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H340,surface,active,O51B6_HUMAN,false,,2026-08-06,2008-10-14,36,36,159,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGF3,surface,active,O51D1_HUMAN,false,,2026-08-06,2002-10-01,38,38,1,38,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TCB6,surface,active,O51E1_HUMAN,false,,2026-08-06,2024-01-24,32,32,167,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H255,surface,active,O51E2_HUMAN,false,,2026-08-06,2001-03-01,36,36,160,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NGY5,surface,active,O51F1_HUMAN,false,,2026-08-06,2007-07-24,41,41,171,211,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH61,surface,active,O51F2_HUMAN,false,,2026-08-06,2009-02-10,39,39,1,39,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGK1,surface,active,O51G1_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGK0,surface,active,O51G2_HUMAN,false,,2026-08-06,2002-10-01,36,36,166,201,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH63,surface,active,O51H1_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H343,surface,active,O51I1_HUMAN,false,,2026-08-06,2001-03-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H344,surface,active,O51I2_HUMAN,false,,2026-08-06,2001-03-01,36,36,161,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H342,surface,active,O51J1_HUMAN,false,,2026-08-06,2008-06-10,31,31,1,31,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ5,surface,active,O51L1_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H341,surface,active,O51M1_HUMAN,false,,2026-08-06,2014-03-19,40,40,1,40,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH59,surface,active,O51Q1_HUMAN,false,,2026-08-06,2003-10-31,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ8,surface,active,O51S1_HUMAN,false,,2026-08-06,2002-10-01,35,35,169,203,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ9,surface,active,O51T1_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H2C8,surface,active,O51V1_HUMAN,false,,2026-08-06,2010-05-18,36,36,170,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UKL2,surface,active,O52A1_HUMAN,false,,2026-08-06,2010-05-18,37,37,163,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NMU1,surface,active,O52A4_HUMAN,false,,2026-08-06,2007-07-24,36,36,168,203,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H2C5,surface,active,O52A5_HUMAN,false,,2026-08-06,2001-03-01,37,37,163,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96RD2,surface,active,O52B2_HUMAN,false,,2026-08-06,2009-01-20,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGK2,surface,active,O52B4_HUMAN,false,,2026-08-06,2005-07-05,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGF0,surface,active,O52B6_HUMAN,false,,2026-08-06,2008-12-16,45,45,1,45,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H346,surface,active,O52D1_HUMAN,false,,2026-08-06,2001-03-01,36,36,164,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ3,surface,active,O52E1_HUMAN,false,,2026-08-06,2002-10-01,36,36,160,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ4,surface,active,O52E2_HUMAN,false,,2026-08-06,2010-05-18,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGH9,surface,active,O52E4_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH55,surface,active,O52E5_HUMAN,false,,2026-08-06,2013-11-13,30,30,1,30,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96RD3,surface,active,O52E6_HUMAN,false,,2026-08-06,2002-05-10,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IFG1,surface,active,O52E8_HUMAN,false,,2026-08-06,2024-01-24,34,34,166,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ2,surface,active,O52H1_HUMAN,false,,2026-08-06,2024-01-24,32,32,1,32,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGK6,surface,active,O52I1_HUMAN,false,,2026-08-06,2003-10-10,36,36,165,200,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH67,surface,active,O52I2_HUMAN,false,,2026-08-06,2008-12-16,55,55,1,55,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH60,surface,active,O52J3_HUMAN,false,,2026-08-06,2010-05-18,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGK4,surface,active,O52K1_HUMAN,false,,2026-08-06,2010-05-18,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGK3,surface,active,O52K2_HUMAN,false,,2026-08-06,2008-12-16,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGH7,surface,active,O52L1_HUMAN,false,,2026-08-06,2023-06-28,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGH6,surface,active,O52L2_HUMAN,false,,2026-08-06,2008-12-16,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGK5,surface,active,O52M1_HUMAN,false,,2026-08-06,2002-10-01,37,37,163,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH53,surface,active,O52N1_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGI0,surface,active,O52N2_HUMAN,false,,2026-08-06,2002-10-01,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGI2,surface,active,O52N4_HUMAN,false,,2026-08-06,2010-05-18,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH56,surface,active,O52N5_HUMAN,false,,2026-08-06,2008-11-04,36,36,170,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH57,surface,active,O52P1_HUMAN,false,,2026-08-06,2003-10-10,36,36,163,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGF1,surface,active,O52R1_HUMAN,false,,2026-08-06,2009-02-10,36,36,164,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IF63,surface,active,O52W1_HUMAN,false,,2026-08-06,2008-07-22,36,36,166,201,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C646,surface,active,O52Z1_HUMAN,false,,2026-08-06,2018-03-28,29,29,150,178,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGH5,surface,active,O56A1_HUMAN,false,,2026-08-06,2009-05-05,36,36,168,203,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH54,surface,active,O56A3_HUMAN,false,,2026-08-06,2003-10-10,36,36,165,200,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGH8,surface,active,O56A4_HUMAN,false,,2026-08-06,2009-09-22,36,36,164,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C7T3,surface,active,O56A5_HUMAN,false,,2026-08-06,2008-07-22,36,36,168,203,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGI3,surface,active,O56B1_HUMAN,false,,2026-08-06,2009-05-05,36,36,170,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGI1,surface,active,O56B2_HUMAN,false,,2026-08-06,2025-02-05,36,36,168,203,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH76,surface,active,O56B4_HUMAN,false,,2026-08-06,2002-10-01,36,36,167,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C628,surface,active,O5AC1_HUMAN,false,,2026-08-06,2008-01-15,31,31,165,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NZP5,surface,active,O5AC2_HUMAN,false,,2026-08-06,2006-01-10,42,42,157,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH90,surface,active,O5AK2_HUMAN,false,,2026-08-06,2002-10-01,42,42,155,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH89,surface,active,O5AK3_HUMAN,false,,2026-08-06,2002-10-01,42,42,155,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C617,surface,active,O5AL1_HUMAN,false,,2026-08-06,2020-02-26,44,44,1,44,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGI8,surface,active,O5AN1_HUMAN,false,,2026-08-06,2002-10-01,42,42,156,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGF4,surface,active,O5AP2_HUMAN,false,,2026-08-06,2002-10-01,54,54,157,210,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGP9,surface,active,O5AR1_HUMAN,false,,2026-08-06,2002-10-01,45,45,161,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N127,surface,active,O5AS1_HUMAN,false,,2026-08-06,2002-10-01,42,42,155,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
