census_accession,gene,tile_index,start,end,length,tile_cut_kind,merge_rule,straddle_handling,gap_tolerance,protein_regime,route,tile_max_aa,route_at,ruling,trained_context,f059_peak_gib,preflight_outcome,preflight_why
O75445,USH2A,5,1957,2239,283,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.764963,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,6,2243,2433,191,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.480727,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,7,2437,2531,95,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.300265,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,8,2535,2622,88,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.291778,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,9,2624,2722,99,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.305400,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,10,2726,2923,198,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.498537,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,11,2927,3018,92,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.296549,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,12,3022,3209,188,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.473287,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,13,3403,3497,95,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.300265,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,14,3501,3589,89,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.292951,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,15,3592,3682,91,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.295337,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,16,3684,3770,87,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.290618,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,17,3774,4153,380,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,6.181775,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,18,4157,4530,374,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,6.152516,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,19,4534,4630,97,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.302807,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
O75445,USH2A,20,4636,4927,292,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.798587,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9UKX5,ITGA11,0,24,85,62,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.265855,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9UKX5,ITGA11,1,91,151,61,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.265035,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9UKX5,ITGA11,2,164,345,182,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.458755,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9UKX5,ITGA11,3,355,406,52,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.258242,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9UKX5,ITGA11,4,411,586,176,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.444686,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9UKX5,ITGA11,5,590,650,61,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.265035,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9Y4C0,NRXN3,0,28,235,208,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.525073,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9Y4C0,NRXN3,1,258,440,183,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.461145,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9Y4C0,NRXN3,2,447,639,193,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.485752,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9Y4C0,NRXN3,3,643,680,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9Y4C0,NRXN3,4,685,857,173,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.437825,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9Y4C0,NRXN3,5,871,1046,176,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.444686,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9Y4C0,NRXN3,6,1049,1086,38,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9Y4C0,NRXN3,7,1090,1260,171,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.433316,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,0,134,453,320,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.909806,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,1,461,601,141,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.371868,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,2,630,680,51,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.257553,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,3,683,730,48,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.255565,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,4,734,777,44,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.253098,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,5,779,824,46,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254305,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,6,832,927,96,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.301529,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,7,929,979,51,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.257553,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,8,982,1028,47,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254928,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,9,1032,1077,46,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254305,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,10,1079,1121,43,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.252514,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,11,1125,1168,44,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.253098,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,12,1177,1221,45,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.253695,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,13,1225,1272,48,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.255565,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,14,1274,1318,45,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.253695,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,15,1320,1363,44,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.253098,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,16,1365,1411,47,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254928,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,17,1415,1461,47,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254928,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,18,1465,1510,46,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254305,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,19,1514,1559,46,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254305,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,20,1563,1610,48,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.255565,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,21,1614,1659,46,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.254305,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q92824,PCSK5,22,1665,1712,48,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.255565,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,0,182,1023,842,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,rental,1026,440,D-104,1026,9.801737,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,1,1028,1146,119,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.334199,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,2,1228,1286,59,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.263433,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,3,1288,1324,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,4,1328,1571,244,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.631228,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,5,1574,1610,37,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.249289,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,6,1614,1791,178,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.449324,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,7,1793,1867,75,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.277712,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,8,1883,1922,40,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.250842,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,9,1924,1971,48,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.255565,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9HCU4,CELSR2,10,2199,2369,171,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.433316,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q5VU97,CACHD1,0,228,443,216,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.547226,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q5VU97,CACHD1,1,453,532,80,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.282861,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q5VU97,CACHD1,2,772,853,82,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.285012,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,0,30,192,163,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.415794,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,1,202,380,179,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.451662,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,2,428,523,96,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.301529,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,3,553,645,93,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.297775,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,4,662,764,103,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.310744,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,5,783,878,96,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.301529,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,6,898,989,92,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.296549,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,7,1018,1110,93,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.297775,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,8,1126,1216,91,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.295337,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,9,1238,1337,100,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.306717,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,10,1356,1449,94,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.299013,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,11,1473,1563,91,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.295337,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,12,1581,1679,99,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.305400,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,13,1704,1803,100,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.306717,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,14,1832,1924,93,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.297775,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,15,1941,2029,89,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.292951,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q6UVK1,CSPG4,16,2038,2147,110,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.320597,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9C0I4,THSD7B,0,40,98,59,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.263433,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9C0I4,THSD7B,1,102,177,76,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.278716,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9C0I4,THSD7B,2,179,233,55,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.260388,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9C0I4,THSD7B,3,336,392,57,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.261884,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9C0I4,THSD7B,4,399,482,84,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.287215,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9C0I4,THSD7B,5,484,543,60,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.264228,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
Q9C0I4,THSD7B,6,601,735,135,whole_run,abutting_or_overlapping,drop,0,all_runs_in_context,local,1026,440,D-104,1026,5.360973,refused_no_measurement,"fold loop does not consult the guard (RB, not this pass; F-049); F-059 is a law, not a measurement of this case (F-061); requirement_mib=None; RA2 cache-only, no live CUDA"
