census_accession,census_class,span_aa,span_rule,band,tier,tier_reason,dtype,chunk_size,fold_order,span_definition,guards
Q96HA9,non_surface,62,vocabulary,local,local,,int8,64,1659,v2-ruled-vocabulary-2026-08-07,
P08922,surface,1832,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1660,v2-ruled-vocabulary-2026-08-07,
Q8NEC5,non_surface,17,vocabulary,local,local,,int8,64,1661,v2-ruled-vocabulary-2026-08-07,
Q6U736,surface,33,vocabulary,local,local,,int8,64,1662,v2-ruled-vocabulary-2026-08-07,
P48167,surface,246,vocabulary,local,local,,int8,64,1663,v2-ruled-vocabulary-2026-08-07,
Q8NH94,surface,75,vocabulary,local,local,,int8,64,1664,v2-ruled-vocabulary-2026-08-07,
Q9H1B5,non_surface,829,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1665,v2-ruled-vocabulary-2026-08-07,
Q96LB2,surface,24,vocabulary,local,local,,int8,64,1666,v2-ruled-vocabulary-2026-08-07,
P08F94,surface,3835,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1667,v2-ruled-vocabulary-2026-08-07,
Q8NGR2,surface,62,vocabulary,local,local,,int8,64,1668,v2-ruled-vocabulary-2026-08-07,
Q8NGK2,surface,36,vocabulary,local,local,,int8,64,1669,v2-ruled-vocabulary-2026-08-07,
P51572,non_surface,38,vocabulary,local,local,,int8,64,1670,v2-ruled-vocabulary-2026-08-07,
Q3ZAQ7,non_surface,19,vocabulary,local,local,,int8,64,1671,v2-ruled-vocabulary-2026-08-07,
P30550,surface,38,vocabulary,local,local,,int8,64,1672,v2-ruled-vocabulary-2026-08-07,
Q86VB7,surface,1009,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1673,v2-ruled-vocabulary-2026-08-07,
O95297,surface,127,vocabulary,local,local,,int8,64,1674,v2-ruled-vocabulary-2026-08-07,
Q96LB1,surface,28,vocabulary,local,local,,int8,64,1675,v2-ruled-vocabulary-2026-08-07,
Q6IA17,surface,118,vocabulary,local,local,,int8,64,1676,v2-ruled-vocabulary-2026-08-07,
P55290,surface,554,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,1677,v2-ruled-vocabulary-2026-08-07,
Q3MIP1,non_surface,5,vocabulary,local,local,,int8,64,1678,v2-ruled-vocabulary-2026-08-07,
P0C7N1,surface,61,vocabulary,local,local,,int8,64,1679,v2-ruled-vocabulary-2026-08-07,
O15120,non_surface,136,vocabulary,local,local,,int8,64,1680,v2-ruled-vocabulary-2026-08-07,
Q8NE79,surface,48,vocabulary,local,local,,int8,64,1681,v2-ruled-vocabulary-2026-08-07,
Q8WY21,surface,1066,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1682,v2-ruled-vocabulary-2026-08-07,
Q8NGC3,surface,37,vocabulary,local,local,,int8,64,1683,v2-ruled-vocabulary-2026-08-07,
Q9Y2C3,non_surface,282,vocabulary,local,local,,int8,64,1684,v2-ruled-vocabulary-2026-08-07,
Q16553,surface,80,gpi_rule_A,local,local,,int8,64,1685,v2-ruled-vocabulary-2026-08-07,
Q6ZWK6,non_surface,385,vocabulary,local,local,,int8,64,1686,v2-ruled-vocabulary-2026-08-07,
P20827,surface,163,gpi_rule_A,local,local,,int8,64,1687,v2-ruled-vocabulary-2026-08-07,
Q9NY28,non_surface,608,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1688,v2-ruled-vocabulary-2026-08-07,
P43146,surface,1072,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1689,v2-ruled-vocabulary-2026-08-07,
Q8NGL6,surface,53,vocabulary,local,local,,int8,64,1690,v2-ruled-vocabulary-2026-08-07,
Q969I6,surface,104,vocabulary,local,local,,int8,64,1691,v2-ruled-vocabulary-2026-08-07,
Q6IS24,non_surface,571,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1692,v2-ruled-vocabulary-2026-08-07,
O15400,non_surface,2,vocabulary,local,local,,int8,64,1693,v2-ruled-vocabulary-2026-08-07,
Q96P66,surface,35,vocabulary,local,local,,int8,64,1694,v2-ruled-vocabulary-2026-08-07,
Q96T83,surface,59,vocabulary,local,local,,int8,64,1695,v2-ruled-vocabulary-2026-08-07,
P78357,surface,1264,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1696,v2-ruled-vocabulary-2026-08-07,
P55289,surface,555,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1697,v2-ruled-vocabulary-2026-08-07,
O15245,surface,107,vocabulary,local,local,,int8,64,1698,v2-ruled-vocabulary-2026-08-07,
P02786,non_surface,672,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1699,v2-ruled-vocabulary-2026-08-07,
Q9NP91,surface,92,vocabulary,local,local,,int8,64,1700,v2-ruled-vocabulary-2026-08-07,
Q9NYX4,surface,87,vocabulary,local,local,,int8,64,1701,v2-ruled-vocabulary-2026-08-07,
O15258,non_surface,1,vocabulary,local,local,,int8,64,1702,v2-ruled-vocabulary-2026-08-07,
Q8NFR9,surface,431,vocabulary,local,local,,int8,64,1703,v2-ruled-vocabulary-2026-08-07,
Q96LA5,surface,382,vocabulary,local,local,,int8,64,1704,v2-ruled-vocabulary-2026-08-07,
Q8NG84,surface,40,vocabulary,local,local,,int8,64,1705,v2-ruled-vocabulary-2026-08-07,
Q9UQ53,non_surface,520,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1706,v2-ruled-vocabulary-2026-08-07,
P37173,surface,144,vocabulary,local,local,,int8,64,1707,v2-ruled-vocabulary-2026-08-07,
P38484,surface,220,vocabulary,local,local,,int8,64,1708,v2-ruled-vocabulary-2026-08-07,
P21579,non_surface,57,vocabulary,local,local,,int8,64,1709,v2-ruled-vocabulary-2026-08-07,
O95221,surface,36,vocabulary,local,local,,int8,64,1710,v2-ruled-vocabulary-2026-08-07,
Q7Z7D3,surface,235,vocabulary,local,local,,int8,64,1711,v2-ruled-vocabulary-2026-08-07,
P0C7T2,surface,37,vocabulary,local,local,,int8,64,1712,v2-ruled-vocabulary-2026-08-07,
Q902F9,surface,543,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1713,v2-ruled-vocabulary-2026-08-07,
P55286,surface,560,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1714,v2-ruled-vocabulary-2026-08-07,
Q9NQS5,surface,26,vocabulary,local,local,,int8,64,1715,v2-ruled-vocabulary-2026-08-07,
Q9Y6Q6,surface,183,vocabulary,local,local,,int8,64,1716,v2-ruled-vocabulary-2026-08-07,
O00590,surface,50,vocabulary,local,local,,int8,64,1717,v2-ruled-vocabulary-2026-08-07,
P04629,surface,391,vocabulary,local,local,,int8,64,1718,v2-ruled-vocabulary-2026-08-07,
A2RRL7,surface,16,vocabulary,local,local,,int8,64,1719,v2-ruled-vocabulary-2026-08-07,
Q96F46,surface,288,vocabulary,local,local,,int8,64,1720,v2-ruled-vocabulary-2026-08-07,
Q8N131,surface,140,vocabulary,local,local,,int8,64,1721,v2-ruled-vocabulary-2026-08-07,
P21918,surface,43,vocabulary,local,local,,int8,64,1722,v2-ruled-vocabulary-2026-08-07,
P19397,surface,75,vocabulary,local,local,,int8,64,1723,v2-ruled-vocabulary-2026-08-07,
Q8N0W7,non_surface,94,vocabulary,local,local,,int8,64,1724,v2-ruled-vocabulary-2026-08-07,
Q08334,surface,201,vocabulary,local,local,,int8,64,1725,v2-ruled-vocabulary-2026-08-07,
Q16549,non_surface,526,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1726,v2-ruled-vocabulary-2026-08-07,
Q8N695,surface,58,vocabulary,local,local,,int8,64,1727,v2-ruled-vocabulary-2026-08-07,
Q8NGE2,surface,37,vocabulary,local,local,,int8,64,1728,v2-ruled-vocabulary-2026-08-07,
Q9H344,surface,36,vocabulary,local,local,,int8,64,1729,v2-ruled-vocabulary-2026-08-07,
Q2M3M2,surface,45,vocabulary,local,local,,int8,64,1730,v2-ruled-vocabulary-2026-08-07,
Q4G0T1,surface,887,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1731,v2-ruled-vocabulary-2026-08-07,
P0C629,surface,32,vocabulary,local,local,,int8,64,1732,v2-ruled-vocabulary-2026-08-07,
Q8WYK1,surface,1213,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1733,v2-ruled-vocabulary-2026-08-07,
Q86VR7,surface,749,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1734,v2-ruled-vocabulary-2026-08-07,
O43825,non_surface,377,vocabulary,local,local,,int8,64,1735,v2-ruled-vocabulary-2026-08-07,
O60431,surface,37,vocabulary,local,local,,int8,64,1736,v2-ruled-vocabulary-2026-08-07,
Q9BZJ6,surface,81,vocabulary,local,local,,int8,64,1737,v2-ruled-vocabulary-2026-08-07,
P14207,surface,213,gpi_rule_A,local,local,,int8,64,1738,v2-ruled-vocabulary-2026-08-07,
Q9NPI9,non_surface,23,vocabulary,local,local,,int8,64,1739,v2-ruled-vocabulary-2026-08-07,
Q17RY6,surface,120,gpi_rule_A,local,local,,int8,64,1740,v2-ruled-vocabulary-2026-08-07,
Q9GZP7,surface,56,vocabulary,local,local,,int8,64,1741,v2-ruled-vocabulary-2026-08-07,
Q9NV12,surface,45,vocabulary,local,local,,int8,64,1742,v2-ruled-vocabulary-2026-08-07,
Q9UPC5,surface,61,vocabulary,local,local,,int8,64,1743,v2-ruled-vocabulary-2026-08-07,
Q8NGJ9,surface,36,vocabulary,local,local,,int8,64,1744,v2-ruled-vocabulary-2026-08-07,
E2RYF6,surface,1634,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1745,v2-ruled-vocabulary-2026-08-07,
Q8NGS0,surface,38,vocabulary,local,local,,int8,64,1746,v2-ruled-vocabulary-2026-08-07,
Q9Y5I7,surface,55,vocabulary,local,local,,int8,64,1747,v2-ruled-vocabulary-2026-08-07,
Q9GZV3,surface,25,vocabulary,local,local,,int8,64,1748,v2-ruled-vocabulary-2026-08-07,
Q9NZS9,non_surface,170,vocabulary,local,local,,int8,64,1749,v2-ruled-vocabulary-2026-08-07,
Q14DG7,surface,903,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1750,v2-ruled-vocabulary-2026-08-07,
Q09328,non_surface,711,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1751,v2-ruled-vocabulary-2026-08-07,
Q8NBI6,non_surface,349,vocabulary,local,local,,int8,64,1752,v2-ruled-vocabulary-2026-08-07,
P51674,surface,65,vocabulary,local,local,,int8,64,1753,v2-ruled-vocabulary-2026-08-07,
Q8WXI7,surface,14451,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1754,v2-ruled-vocabulary-2026-08-07,
P48067,surface,77,vocabulary,local,local,,int8,64,1755,v2-ruled-vocabulary-2026-08-07,
Q7Z443,surface,674,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1756,v2-ruled-vocabulary-2026-08-07,
P01730,surface,371,vocabulary,local,local,,int8,64,1757,v2-ruled-vocabulary-2026-08-07,
Q8NER5,surface,92,vocabulary,local,local,,int8,64,1758,v2-ruled-vocabulary-2026-08-07,
P15529,surface,309,vocabulary,local,local,,int8,64,1759,v2-ruled-vocabulary-2026-08-07,
P35348,surface,27,vocabulary,local,local,,int8,64,1760,v2-ruled-vocabulary-2026-08-07,
P22732,surface,29,vocabulary,local,local,,int8,64,1761,v2-ruled-vocabulary-2026-08-07,
Q01974,surface,370,vocabulary,local,local,,int8,64,1762,v2-ruled-vocabulary-2026-08-07,
P60893,surface,30,vocabulary,local,local,,int8,64,1763,v2-ruled-vocabulary-2026-08-07,
Q9C0K1,surface,110,vocabulary,local,local,,int8,64,1764,v2-ruled-vocabulary-2026-08-07,
Q01151,surface,125,vocabulary,local,local,,int8,64,1765,v2-ruled-vocabulary-2026-08-07,
Q8NGJ1,surface,37,vocabulary,local,local,,int8,64,1766,v2-ruled-vocabulary-2026-08-07,
P67812,non_surface,143,vocabulary,local,local,,int8,64,1767,v2-ruled-vocabulary-2026-08-07,
Q9NR97,surface,801,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1768,v2-ruled-vocabulary-2026-08-07,
O95727,surface,270,vocabulary,local,local,,int8,64,1769,v2-ruled-vocabulary-2026-08-07,
Q7L1I2,surface,124,vocabulary,local,local,,int8,64,1770,v2-ruled-vocabulary-2026-08-07,
Q6IEZ7,surface,37,vocabulary,local,local,,int8,64,1771,v2-ruled-vocabulary-2026-08-07,
P78552,surface,322,vocabulary,local,local,,int8,64,1772,v2-ruled-vocabulary-2026-08-07,
Q96J84,surface,483,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1773,v2-ruled-vocabulary-2026-08-07,
Q8NGF9,surface,37,vocabulary,local,local,,int8,64,1774,v2-ruled-vocabulary-2026-08-07,
O75192,non_surface,114,vocabulary,local,local,,int8,64,1775,v2-ruled-vocabulary-2026-08-07,
Q5T2D2,surface,250,vocabulary,local,local,,int8,64,1776,v2-ruled-vocabulary-2026-08-07,
O14718,surface,26,vocabulary,local,local,,int8,64,1777,v2-ruled-vocabulary-2026-08-07,
Q8IUC8,non_surface,529,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1778,v2-ruled-vocabulary-2026-08-07,
O60669,surface,23,vocabulary,local,local,,int8,64,1779,v2-ruled-vocabulary-2026-08-07,
O95436,surface,129,vocabulary,local,local,,int8,64,1780,v2-ruled-vocabulary-2026-08-07,
Q8NGK5,surface,37,vocabulary,local,local,,int8,64,1781,v2-ruled-vocabulary-2026-08-07,
Q5VZ72,surface,154,vocabulary,local,local,,int8,64,1782,v2-ruled-vocabulary-2026-08-07,
Q8WWB7,surface,337,vocabulary,local,local,,int8,64,1783,v2-ruled-vocabulary-2026-08-07,
P21462,surface,43,vocabulary,local,local,,int8,64,1784,v2-ruled-vocabulary-2026-08-07,
Q8NHX9,non_surface,34,vocabulary,local,local,,int8,64,1785,v2-ruled-vocabulary-2026-08-07,
Q9NV92,non_surface,28,vocabulary,local,local,,int8,64,1786,v2-ruled-vocabulary-2026-08-07,
Q9BZM4,surface,187,gpi_rule_A,local,local,,int8,64,1787,v2-ruled-vocabulary-2026-08-07,
Q8NH63,surface,36,vocabulary,local,local,,int8,64,1788,v2-ruled-vocabulary-2026-08-07,
O95264,surface,217,vocabulary,local,local,,int8,64,1789,v2-ruled-vocabulary-2026-08-07,
Q86T26,surface,378,vocabulary,local,local,,int8,64,1790,v2-ruled-vocabulary-2026-08-07,
Q8NGK6,surface,36,vocabulary,local,local,,int8,64,1791,v2-ruled-vocabulary-2026-08-07,
Q9Y275,surface,218,vocabulary,local,local,,int8,64,1792,v2-ruled-vocabulary-2026-08-07,
Q99500,surface,40,vocabulary,local,local,,int8,64,1793,v2-ruled-vocabulary-2026-08-07,
P11215,surface,1088,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1794,v2-ruled-vocabulary-2026-08-07,
B2RUZ4,non_surface,11,vocabulary,local,local,,int8,64,1795,v2-ruled-vocabulary-2026-08-07,
Q96MH6,non_surface,178,vocabulary,local,local,,int8,64,1796,v2-ruled-vocabulary-2026-08-07,
Q53R12,surface,23,vocabulary,local,local,,int8,64,1797,v2-ruled-vocabulary-2026-08-07,
P29376,surface,408,vocabulary,local,local,,int8,64,1798,v2-ruled-vocabulary-2026-08-07,
P28908,surface,367,vocabulary,local,local,,int8,64,1799,v2-ruled-vocabulary-2026-08-07,
P78423,surface,317,vocabulary,local,local,,int8,64,1800,v2-ruled-vocabulary-2026-08-07,
Q8IV16,surface,130,gpi_rule_A,local,local,,int8,64,1801,v2-ruled-vocabulary-2026-08-07,
Q8N0U8,non_surface,51,vocabulary,local,local,,int8,64,1802,v2-ruled-vocabulary-2026-08-07,
Q8N0Y5,surface,36,vocabulary,local,local,,int8,64,1803,v2-ruled-vocabulary-2026-08-07,
O00206,surface,608,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1804,v2-ruled-vocabulary-2026-08-07,
Q5SY80,surface,884,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1805,v2-ruled-vocabulary-2026-08-07,
Q8NBW4,surface,58,vocabulary,local,local,,int8,64,1806,v2-ruled-vocabulary-2026-08-07,
Q15375,surface,528,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1807,v2-ruled-vocabulary-2026-08-07,
Q16842,non_surface,323,vocabulary,local,local,,int8,64,1808,v2-ruled-vocabulary-2026-08-07,
Q86WK6,surface,345,vocabulary,local,local,,int8,64,1809,v2-ruled-vocabulary-2026-08-07,
Q8NGY0,surface,41,vocabulary,local,local,,int8,64,1810,v2-ruled-vocabulary-2026-08-07,
Q9BXR5,surface,557,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1811,v2-ruled-vocabulary-2026-08-07,
Q8NF91,non_surface,30,vocabulary,local,local,,int8,64,1812,v2-ruled-vocabulary-2026-08-07,
Q9H6D8,surface,123,vocabulary,local,local,,int8,64,1813,v2-ruled-vocabulary-2026-08-07,
P57088,non_surface,34,vocabulary,local,local,,int8,64,1814,v2-ruled-vocabulary-2026-08-07,
Q7LBE3,surface,30,vocabulary,local,local,,int8,64,1815,v2-ruled-vocabulary-2026-08-07,
Q96P68,surface,34,vocabulary,local,local,,int8,64,1816,v2-ruled-vocabulary-2026-08-07,
P10747,surface,134,vocabulary,local,local,,int8,64,1817,v2-ruled-vocabulary-2026-08-07,
O14764,surface,227,vocabulary,local,local,,int8,64,1818,v2-ruled-vocabulary-2026-08-07,
P47893,surface,38,vocabulary,local,local,,int8,64,1819,v2-ruled-vocabulary-2026-08-07,
P38570,surface,1108,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1820,v2-ruled-vocabulary-2026-08-07,
Q6ZSJ9,surface,149,vocabulary,local,local,,int8,64,1821,v2-ruled-vocabulary-2026-08-07,
Q9UBH6,non_surface,7,vocabulary,local,local,,int8,64,1822,v2-ruled-vocabulary-2026-08-07,
Q96H72,non_surface,65,vocabulary,local,local,,int8,64,1823,v2-ruled-vocabulary-2026-08-07,
O95918,surface,37,vocabulary,local,local,,int8,64,1824,v2-ruled-vocabulary-2026-08-07,
P14616,surface,175,vocabulary,local,local,,int8,64,1825,v2-ruled-vocabulary-2026-08-07,
Q8NET6,non_surface,311,vocabulary,local,local,,int8,64,1826,v2-ruled-vocabulary-2026-08-07,
Q9Y5N1,surface,39,vocabulary,local,local,,int8,64,1827,v2-ruled-vocabulary-2026-08-07,
Q9P126,surface,175,vocabulary,local,local,,int8,64,1828,v2-ruled-vocabulary-2026-08-07,
Q11206,non_surface,307,vocabulary,local,local,,int8,64,1829,v2-ruled-vocabulary-2026-08-07,
A6NDX4,non_surface,101,vocabulary,local,local,,int8,64,1830,v2-ruled-vocabulary-2026-08-07,
Q8NG97,surface,37,vocabulary,local,local,,int8,64,1831,v2-ruled-vocabulary-2026-08-07,
P49146,surface,45,vocabulary,local,local,,int8,64,1832,v2-ruled-vocabulary-2026-08-07,
Q6UWB4,non_surface,306,gpi_rule_A,local,local,,int8,64,1833,v2-ruled-vocabulary-2026-08-07,chain_end_exceeds_anchor
P21917,surface,29,vocabulary,local,local,,int8,64,1834,v2-ruled-vocabulary-2026-08-07,
Q8TDT2,surface,33,vocabulary,local,local,,int8,64,1835,v2-ruled-vocabulary-2026-08-07,
Q9HCL0,surface,672,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1836,v2-ruled-vocabulary-2026-08-07,
Q8TD20,surface,100,vocabulary,local,local,,int8,64,1837,v2-ruled-vocabulary-2026-08-07,
Q9HAT1,non_surface,437,vocabulary,local,local,,int8,64,1838,v2-ruled-vocabulary-2026-08-07,
Q96AW1,non_surface,38,vocabulary,local,local,,int8,64,1839,v2-ruled-vocabulary-2026-08-07,
O43869,surface,76,vocabulary,local,local,,int8,64,1840,v2-ruled-vocabulary-2026-08-07,
Q8WUT4,surface,661,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1841,v2-ruled-vocabulary-2026-08-07,
P47869,surface,221,vocabulary,local,local,,int8,64,1842,v2-ruled-vocabulary-2026-08-07,
Q14956,surface,476,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1843,v2-ruled-vocabulary-2026-08-07,
Q6UWJ8,surface,112,vocabulary,local,local,,int8,64,1844,v2-ruled-vocabulary-2026-08-07,
O60309,surface,1546,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1845,v2-ruled-vocabulary-2026-08-07,
Q8NGS9,surface,37,vocabulary,local,local,,int8,64,1846,v2-ruled-vocabulary-2026-08-07,
Q8NBI2,non_surface,27,vocabulary,local,local,,int8,64,1847,v2-ruled-vocabulary-2026-08-07,
P13498,non_surface,5,vocabulary,local,local,,int8,64,1848,v2-ruled-vocabulary-2026-08-07,
Q96JF0,non_surface,497,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1849,v2-ruled-vocabulary-2026-08-07,
Q16739,non_surface,72,vocabulary,local,local,,int8,64,1850,v2-ruled-vocabulary-2026-08-07,
Q8NGA6,surface,37,vocabulary,local,local,,int8,64,1851,v2-ruled-vocabulary-2026-08-07,
Q96PJ5,surface,368,vocabulary,local,local,,int8,64,1852,v2-ruled-vocabulary-2026-08-07,
Q8NCR0,non_surface,477,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1853,v2-ruled-vocabulary-2026-08-07,
Q8N4V1,non_surface,21,vocabulary,local,local,,int8,64,1854,v2-ruled-vocabulary-2026-08-07,
Q8NGY7,surface,36,vocabulary,local,local,,int8,64,1855,v2-ruled-vocabulary-2026-08-07,
Q9HDB5,surface,527,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1856,v2-ruled-vocabulary-2026-08-07,
Q13724,non_surface,778,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1857,v2-ruled-vocabulary-2026-08-07,
P32971,surface,172,vocabulary,local,local,,int8,64,1858,v2-ruled-vocabulary-2026-08-07,
O94778,surface,28,vocabulary,local,local,,int8,64,1859,v2-ruled-vocabulary-2026-08-07,
P34995,surface,35,vocabulary,local,local,,int8,64,1860,v2-ruled-vocabulary-2026-08-07,
P35968,surface,745,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1861,v2-ruled-vocabulary-2026-08-07,
P21439,surface,45,vocabulary,local,local,,int8,64,1862,v2-ruled-vocabulary-2026-08-07,
Q8NH00,surface,57,vocabulary,local,local,,int8,64,1863,v2-ruled-vocabulary-2026-08-07,
Q4G148,non_surface,411,vocabulary,local,local,,int8,64,1864,v2-ruled-vocabulary-2026-08-07,
Q9NZQ8,non_surface,12,vocabulary,local,local,,int8,64,1865,v2-ruled-vocabulary-2026-08-07,
Q8TD46,surface,237,vocabulary,local,local,,int8,64,1866,v2-ruled-vocabulary-2026-08-07,
P43119,surface,23,vocabulary,local,local,,int8,64,1867,v2-ruled-vocabulary-2026-08-07,
Q8NBD8,non_surface,15,vocabulary,local,local,,int8,64,1868,v2-ruled-vocabulary-2026-08-07,
Q9BQ51,surface,201,vocabulary,local,local,,int8,64,1869,v2-ruled-vocabulary-2026-08-07,
Q9ULZ9,surface,439,gpi_rule_A,local,local,,int8,64,1870,v2-ruled-vocabulary-2026-08-07,
O75631,surface,189,vocabulary,local,local,,int8,64,1871,v2-ruled-vocabulary-2026-08-07,
Q15155,non_surface,1124,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1872,v2-ruled-vocabulary-2026-08-07,
P0C626,surface,25,vocabulary,local,local,,int8,64,1873,v2-ruled-vocabulary-2026-08-07,
P48048,non_surface,25,vocabulary,local,local,,int8,64,1874,v2-ruled-vocabulary-2026-08-07,
Q96L58,non_surface,295,vocabulary,local,local,,int8,64,1875,v2-ruled-vocabulary-2026-08-07,
Q8NHA6,surface,36,vocabulary,local,local,,int8,64,1876,v2-ruled-vocabulary-2026-08-07,
A1KXE4,non_surface,100,vocabulary,local,local,,int8,64,1877,v2-ruled-vocabulary-2026-08-07,
Q9BX84,non_surface,79,vocabulary,local,local,,int8,64,1878,v2-ruled-vocabulary-2026-08-07,
P27487,surface,738,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1879,v2-ruled-vocabulary-2026-08-07,
Q9Y691,surface,127,vocabulary,local,local,,int8,64,1880,v2-ruled-vocabulary-2026-08-07,
Q13467,surface,212,vocabulary,local,local,,int8,64,1881,v2-ruled-vocabulary-2026-08-07,
Q96RP7,non_surface,447,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1882,v2-ruled-vocabulary-2026-08-07,
Q96D96,non_surface,17,vocabulary,local,local,,int8,64,1883,v2-ruled-vocabulary-2026-08-07,
Q9NVV0,non_surface,19,vocabulary,local,local,,int8,64,1884,v2-ruled-vocabulary-2026-08-07,
Q8NGY2,surface,39,vocabulary,local,local,,int8,64,1885,v2-ruled-vocabulary-2026-08-07,
Q9GZK3,surface,37,vocabulary,local,local,,int8,64,1886,v2-ruled-vocabulary-2026-08-07,
Q9NTJ5,non_surface,7,vocabulary,local,local,,int8,64,1887,v2-ruled-vocabulary-2026-08-07,
Q12791,non_surface,86,vocabulary,local,local,,int8,64,1888,v2-ruled-vocabulary-2026-08-07,
Q10981,non_surface,315,vocabulary,local,local,,int8,64,1889,v2-ruled-vocabulary-2026-08-07,
Q8N3G9,non_surface,315,vocabulary,local,local,,int8,64,1890,v2-ruled-vocabulary-2026-08-07,
Q9H2X9,surface,126,vocabulary,local,local,,int8,64,1891,v2-ruled-vocabulary-2026-08-07,
Q9H7T0,non_surface,1053,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1892,v2-ruled-vocabulary-2026-08-07,
Q8NGJ5,surface,36,vocabulary,local,local,,int8,64,1893,v2-ruled-vocabulary-2026-08-07,
P23510,surface,133,vocabulary,local,local,,int8,64,1894,v2-ruled-vocabulary-2026-08-07,
Q5VYJ5,surface,2045,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1895,v2-ruled-vocabulary-2026-08-07,
O14804,surface,34,vocabulary,local,local,,int8,64,1896,v2-ruled-vocabulary-2026-08-07,
Q2TAA5,non_surface,19,vocabulary,local,local,,int8,64,1897,v2-ruled-vocabulary-2026-08-07,
O43155,surface,506,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1898,v2-ruled-vocabulary-2026-08-07,
Q13349,surface,1082,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1899,v2-ruled-vocabulary-2026-08-07,
Q96FL9,non_surface,526,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1900,v2-ruled-vocabulary-2026-08-07,
Q9NS66,surface,28,vocabulary,local,local,,int8,64,1901,v2-ruled-vocabulary-2026-08-07,
P17693,surface,284,vocabulary,local,local,,int8,64,1902,v2-ruled-vocabulary-2026-08-07,
Q9BWL3,non_surface,7,vocabulary,local,local,,int8,64,1903,v2-ruled-vocabulary-2026-08-07,
O94901,non_surface,477,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1904,v2-ruled-vocabulary-2026-08-07,
Q9ULH4,surface,514,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1905,v2-ruled-vocabulary-2026-08-07,
O14931,surface,117,vocabulary,local,local,,int8,64,1906,v2-ruled-vocabulary-2026-08-07,
Q8NGR6,surface,36,vocabulary,local,local,,int8,64,1907,v2-ruled-vocabulary-2026-08-07,
Q11128,non_surface,340,vocabulary,local,local,,int8,64,1908,v2-ruled-vocabulary-2026-08-07,
P32927,surface,427,vocabulary,local,local,,int8,64,1909,v2-ruled-vocabulary-2026-08-07,
Q9NX76,non_surface,7,vocabulary,local,local,,int8,64,1910,v2-ruled-vocabulary-2026-08-07,
P26010,surface,704,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1911,v2-ruled-vocabulary-2026-08-07,
