census_accession,source_identifiers,source_accessions,census_class,census_identity_status,fetch_eligible,fetch_ineligible_reason,parent_sha256,resolved_on
O95157,NXPH3_HUMAN,O95157,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95158,NXPH4_HUMAN,O95158,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9P2P1,NYNRI_HUMAN,Q9P2P1,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9GZU5,NYX_HUMAN,Q9GZU5,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H208,O10A2_HUMAN,Q9H208,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P58181,O10A3_HUMAN,P58181,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H209,O10A4_HUMAN,Q9H209,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H207,O10A5_HUMAN,Q9H207,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH74,O10A6_HUMAN,Q8NH74,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGE5,O10A7_HUMAN,Q8NGE5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH08,O10AC_HUMAN,Q8NH08,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGE0,O10AD_HUMAN,Q8NGE0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH19,O10AG_HUMAN,Q8NH19,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96KK4,O10C1_HUMAN,Q96KK4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH80,O10D3_HUMAN,Q8NH80,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGN7,O10D4_HUMAN,Q8NGN7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGC3,O10G2_HUMAN,Q8NGC3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGC4,O10G3_HUMAN,Q8NGC4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGN3,O10G4_HUMAN,Q8NGN3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH81,O10G6_HUMAN,Q8NH81,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGN6,O10G7_HUMAN,Q8NGN6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGN5,O10G8_HUMAN,Q8NGN5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGN4,O10G9_HUMAN,Q8NGN4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y4A9,O10H1_HUMAN,Q9Y4A9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O60403,O10H2_HUMAN,O60403,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O60404,O10H3_HUMAN,O60404,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGA5,O10H4_HUMAN,Q8NGA5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGA6,O10H5_HUMAN,Q8NGA6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P30954,O10J1_HUMAN,P30954,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5JRS4,O10J3_HUMAN,Q5JRS4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P0C629,O10J4_HUMAN,P0C629,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NHC4,O10J5_HUMAN,Q8NHC4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGY7,O10J6_HUMAN,Q8NGY7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGX5,O10K1_HUMAN,Q8NGX5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6IF99,O10K2_HUMAN,Q6IF99,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGE3,O10P1_HUMAN,Q8NGE3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGQ4,O10Q1_HUMAN,Q8NGQ4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGX6,O10R2_HUMAN,Q8NGX6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGN2,O10S1_HUMAN,Q8NGN2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGX3,O10T2_HUMAN,Q8NGX3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGI7,O10V1_HUMAN,Q8NGI7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGF6,O10W1_HUMAN,Q8NGF6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGY0,O10X1_HUMAN,Q8NGY0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGY1,O10Z1_HUMAN,Q8NGY1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9GZK7,O11A1_HUMAN,Q9GZK7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGC1,O11G2_HUMAN,Q8NGC1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NG94,O11H1_HUMAN,Q8NG94,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH07,O11H2_HUMAN,Q8NH07,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGC9,O11H4_HUMAN,Q8NGC9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGC7,O11H6_HUMAN,Q8NGC7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGC8,O11H7_HUMAN,Q8NGC8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
B2RN74,O11HC_HUMAN,B2RN74,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGX0,O11L1_HUMAN,Q8NGX0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P58182,O12D2_HUMAN,P58182,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UGF7,O12D3_HUMAN,Q9UGF7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGR1,O13A1_HUMAN,Q8NGR1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGS9,O13C2_HUMAN,Q8NGS9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGS6,O13C3_HUMAN,Q8NGS6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGS5,O13C4_HUMAN,Q8NGS5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGS8,O13C5_HUMAN,Q8NGS8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH95,O13C6_HUMAN,Q8NH95,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGS7,O13C8_HUMAN,Q8NGS7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGT0,O13C9_HUMAN,Q8NGT0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGV5,O13D1_HUMAN,Q8NGV5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGS4,O13F1_HUMAN,Q8NGS4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGZ3,O13G1_HUMAN,Q8NGZ3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NG92,O13H1_HUMAN,Q8NG92,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGT2,O13J1_HUMAN,Q8NGT2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96R54,O14A2_HUMAN,Q96R54,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NHC5,O14AG_HUMAN,Q8NHC5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NHC7,O14CZ_HUMAN,Q8NHC7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6ND48,O14I1_HUMAN,A6ND48,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UGF5,O14J1_HUMAN,Q9UGF5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGZ2,O14K1_HUMAN,Q8NGZ2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NHC6,O14L1_HUMAN,Q8NHC6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGT7,O2A12_HUMAN,Q8NGT7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96R47,O2A14_HUMAN,Q96R47,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A4D2G3,O2A25_HUMAN,A4D2G3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NHA4,O2AE1_HUMAN,Q8NHA4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H205,O2AG1_HUMAN,Q9H205,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NM03,O2AG2_HUMAN,A6NM03,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGZ0,O2AJ1_HUMAN,Q8NGZ0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NG84,O2AK2_HUMAN,Q8NG84,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGE2,O2AP1_HUMAN,Q8NGE2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NND4,O2AT4_HUMAN,A6NND4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGZ9,O2T10_HUMAN,Q8NGZ9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH01,O2T11_HUMAN,Q8NH01,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NG77,O2T12_HUMAN,Q8NG77,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH04,O2T27_HUMAN,Q8NH04,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH02,O2T29_HUMAN,Q8NH02,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NG76,O2T33_HUMAN,Q8NG76,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGX1,O2T34_HUMAN,Q8NGX1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGX2,O2T35_HUMAN,Q8NGX2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGL6,O4A15_HUMAN,Q8NGL6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH70,O4A16_HUMAN,Q8NH70,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6IF82,O4A47_HUMAN,Q6IF82,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NMZ5,O4C45_HUMAN,A6NMZ5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NHA9,O4C46_HUMAN,A6NHA9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGB8,O4F15_HUMAN,Q8NGB8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGA8,O4F17_HUMAN,Q8NGA8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95013,O4F21_HUMAN,O95013,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGJ7,O51A2_HUMAN,Q8NGJ7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGJ6,O51A4_HUMAN,Q8NGJ6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH64,O51A7_HUMAN,Q8NH64,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y5P1,O51B2_HUMAN,Q9Y5P1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y5P0,O51B4_HUMAN,Q9Y5P0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H339,O51B5_HUMAN,Q9H339,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H340,O51B6_HUMAN,Q9H340,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGF3,O51D1_HUMAN,Q8NGF3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TCB6,O51E1_HUMAN,Q8TCB6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H255,O51E2_HUMAN,Q9H255,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NGY5,O51F1_HUMAN,A6NGY5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH61,O51F2_HUMAN,Q8NH61,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGK1,O51G1_HUMAN,Q8NGK1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGK0,O51G2_HUMAN,Q8NGK0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH63,O51H1_HUMAN,Q8NH63,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H343,O51I1_HUMAN,Q9H343,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H344,O51I2_HUMAN,Q9H344,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H342,O51J1_HUMAN,Q9H342,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGJ5,O51L1_HUMAN,Q8NGJ5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H341,O51M1_HUMAN,Q9H341,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH59,O51Q1_HUMAN,Q8NH59,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGJ8,O51S1_HUMAN,Q8NGJ8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGJ9,O51T1_HUMAN,Q8NGJ9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H2C8,O51V1_HUMAN,Q9H2C8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKL2,O52A1_HUMAN,Q9UKL2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NMU1,O52A4_HUMAN,A6NMU1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H2C5,O52A5_HUMAN,Q9H2C5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96RD2,O52B2_HUMAN,Q96RD2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGK2,O52B4_HUMAN,Q8NGK2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGF0,O52B6_HUMAN,Q8NGF0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H346,O52D1_HUMAN,Q9H346,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGJ3,O52E1_HUMAN,Q8NGJ3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGJ4,O52E2_HUMAN,Q8NGJ4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGH9,O52E4_HUMAN,Q8NGH9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH55,O52E5_HUMAN,Q8NH55,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96RD3,O52E6_HUMAN,Q96RD3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6IFG1,O52E8_HUMAN,Q6IFG1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGJ2,O52H1_HUMAN,Q8NGJ2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGK6,O52I1_HUMAN,Q8NGK6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH67,O52I2_HUMAN,Q8NH67,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH60,O52J3_HUMAN,Q8NH60,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGK4,O52K1_HUMAN,Q8NGK4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGK3,O52K2_HUMAN,Q8NGK3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGH7,O52L1_HUMAN,Q8NGH7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGH6,O52L2_HUMAN,Q8NGH6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGK5,O52M1_HUMAN,Q8NGK5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH53,O52N1_HUMAN,Q8NH53,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGI0,O52N2_HUMAN,Q8NGI0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGI2,O52N4_HUMAN,Q8NGI2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH56,O52N5_HUMAN,Q8NH56,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH57,O52P1_HUMAN,Q8NH57,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGF1,O52R1_HUMAN,Q8NGF1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6IF63,O52W1_HUMAN,Q6IF63,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P0C646,O52Z1_HUMAN,P0C646,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGH5,O56A1_HUMAN,Q8NGH5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH54,O56A3_HUMAN,Q8NH54,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGH8,O56A4_HUMAN,Q8NGH8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P0C7T3,O56A5_HUMAN,P0C7T3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGI3,O56B1_HUMAN,Q8NGI3,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGI1,O56B2_HUMAN,Q8NGI1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH76,O56B4_HUMAN,Q8NH76,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P0C628,O5AC1_HUMAN,P0C628,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NZP5,O5AC2_HUMAN,Q9NZP5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH90,O5AK2_HUMAN,Q8NH90,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NH89,O5AK3_HUMAN,Q8NH89,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P0C617,O5AL1_HUMAN,P0C617,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGI8,O5AN1_HUMAN,Q8NGI8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGF4,O5AP2_HUMAN,Q8NGF4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGP9,O5AR1_HUMAN,Q8NGP9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8N127,O5AS1_HUMAN,Q8N127,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NGC0,O5AU1_HUMAN,Q8NGC0,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NHG9,O5H14_HUMAN,A6NHG9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NDH6,O5H15_HUMAN,A6NDH6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
