gene_symbol,uniprot,accession_count,main_location,additional_location,if_reliability
ADH7,P40394,1,"Plasma membrane, Cytosol",,Supported
ADHFE1,Q8IWW8,1,,,
ADI1,Q9BV57,1,Nucleoplasm,Golgi apparatus,Supported
ADIG,Q0VDE8,1,,,
ADIPOQ,Q15848,1,,,
ADIPOR1,Q96A54,1,,,
ADIPOR2,Q86V24,1,,,
ADIRF,Q15847,1,"Nucleoplasm, Cytosol",,Supported
ADK,P55263,1,"Nucleoplasm, Cytosol",Plasma membrane,Supported
ADM,P35318,1,,,
ADM2,Q7Z4H4,1,,,
ADM5,C9JUS6,1,,,
ADNP,Q9H2P0,1,Nucleoplasm,,Approved
ADNP2,Q6IQ32,1,"Mitochondria, Cytosol",,Approved
ADO,Q96SZ5,1,,,
ADORA1,P30542,1,Plasma membrane,,Supported
ADORA2A,P29274,1,,,
ADORA2B,P29275,1,Cytosol,,Uncertain
ADORA3,P0DMS8,1,,,
ADPGK,Q9BRR6,1,Centrosome,,Approved
ADPRH,P54922,1,Nuclear membrane,Nucleoplasm,Approved
ADPRHL1,Q8NDY3,1,Plasma membrane,Nucleoli,Approved
ADPRM,Q3LIE5,1,,,
ADPRS,Q9NX46,1,Nucleoplasm,,Enhanced
ADRA1A,P35348,1,Cytosol,"Nucleoplasm, Vesicles",Approved
ADRA1B,P35368,1,Plasma membrane,,Supported
ADRA1D,P25100,1,,,
ADRA2A,P08913,1,,,
ADRA2B,P18089,1,Vesicles,Cytosol,Supported
ADRA2C,P18825,1,,,
ADRB1,P08588,1,,,
ADRB2,P07550,1,Cytosol,,Uncertain
ADRB3,P13945,1,,,
ADRM1,Q16186,1,"Nucleoplasm, Plasma membrane, Cytosol",,Supported
ADSL,P30566,1,Cytosol,,Enhanced
ADSS1,Q8N142,1,,,
ADSS2,P30520,1,Cytosol,Plasma membrane,Approved
ADTRP,Q96IZ2,1,Nucleoli,,Uncertain
AEBP1,Q8IUX7,1,Vesicles,"Nucleoplasm, Cytosol",Supported
AEBP2,Q6ZN18,1,Nucleoplasm,,Enhanced
AEN,Q8WTP8,1,"Nucleoplasm, Nucleoli",Nuclear membrane,Supported
AF196969.1,,0,"Nuclear membrane, Endoplasmic reticulum",,Approved
AF241726.1,,0,,,
AFAP1,Q8N556,1,"Actin filaments, Cytosol",Focal adhesion sites,Supported
AFAP1L1,Q8TED9,1,,,
AFAP1L2,Q8N4X5,1,Cytosol,Plasma membrane,Supported
AFDN,P55196,1,"Plasma membrane, Cell Junctions",Nucleoplasm,Enhanced
AFF1,P51825,1,"Nucleoplasm, Mitochondria",,Approved
AFF2,P51816,1,,,
AFF3,P51826,1,Nucleoplasm,Cytosol,Supported
AFF4,Q9UHB7,1,Nucleoplasm,Nucleoli fibrillar center,Supported
AFG1L,Q8WV93,1,,,
AFG3L2,Q9Y4W6,1,Mitochondria,,Supported
AFM,P43652,1,Plasma membrane,,Uncertain
AFMID,Q63HM1,1,Mitochondria,,Approved
AFP,P02771,1,Golgi apparatus,Cytosol,Approved
AFTPH,Q6ULP2,1,Cytosol,"Golgi apparatus, Vesicles",Supported
AGA,P20933,1,,,
AGAP1,Q9UPQ3,1,,,
AGAP2,Q99490,1,"Nucleoplasm, Cytosol",Midbody ring,Supported
AGAP3,Q96P47,1,,,
AGAP4,Q96P64,1,,,
AGAP5,A6NIR3,1,,,
AGAP6,Q5VW22,1,,,
AGAP9,Q5VTM2,1,,,
AGBL1,Q96MI9,1,,,
AGBL2,Q5U5Z8,1,,,
AGBL3,Q8NEM8,1,Cytosol,,Approved
AGBL4,Q5VU57,1,,,
AGBL5,Q8NDL9,1,Cytokinetic bridge,"Microtubules, Cytosol",Supported
AGER,Q15109,1,"Plasma membrane, Cell Junctions",Nucleoli fibrillar center,Approved
AGFG1,P52594,1,Vesicles,,Supported
AGFG2,O95081,1,Cytosol,,Approved
AGGF1,Q8N302,1,,,
AGK,Q53H12,1,Mitochondria,Vesicles,Supported
AGL,P35573,1,Nucleoplasm,"Nuclear bodies, Cytosol",Supported
AGMAT,Q9BSE5,1,,,
AGMO,Q6ZNB7,1,Vesicles,,Uncertain
AGO1,Q9UL18,1,Cytoplasmic bodies,Cytosol,Supported
AGO2,Q9UKV8,1,Cytoplasmic bodies,Cytosol,Supported
AGO3,Q9H9G7,1,Cytoplasmic bodies,"Nucleoplasm, Cytosol",Supported
AGO4,Q9HCK5,1,Cytoplasmic bodies,Cytosol,Supported
AGPAT1,Q99943,1,Endoplasmic reticulum,Rods & Rings,Supported
AGPAT2,O15120,1,,,
AGPAT3,Q9NRZ7,1,,,
AGPAT4,Q9NRZ5,1,Golgi apparatus,"Nucleoli, Vesicles",Approved
AGPAT5,Q9NUQ2,1,Mitochondria,,Supported
AGPS,O00116,1,Peroxisomes,,Enhanced
AGR2,O95994,1,Endoplasmic reticulum,,Supported
AGR3,Q8TD06,1,Endoplasmic reticulum,Vesicles,Supported
AGRN,O00468,1,Cytosol,Plasma membrane,Approved
AGRP,O00253,1,,,
AGT,P01019,1,,,
AGTPBP1,Q9UPW5,1,"Nucleoli, Vesicles",,Approved
AGTR1,P30556,1,Vesicles,,Uncertain
AGTR2,P50052,1,,,
AGTRAP,Q6RW13,1,Vesicles,Golgi apparatus,Supported
AGXT,P21549,1,Vesicles,,Supported
AGXT2,Q9BYV1,1,,,
AHCTF1,Q8WYP5,1,"Nucleoplasm, Nuclear membrane, Nuclear bodies",,Supported
AHCY,P23526,1,Cytosol,,Supported
AHCYL1,O43865,1,Cytosol,,Supported
AHCYL2,Q96HN2,1,Cytosol,Nucleoplasm,Approved
AHDC1,Q5TGY3,1,Nucleoplasm,,Supported
AHI1,Q8N157,1,Centrosome,,Supported
AHNAK,Q09666,1,"Plasma membrane, Cytosol",,Enhanced
AHNAK2,Q8IVF2,1,Cytosol,Plasma membrane,Enhanced
AHR,P35869,1,Cytosol,Nucleoplasm,Supported
AHRR,A9YTQ3,1,Nucleoplasm,Cytosol,Supported
AHSA1,O95433,1,Cytosol,,Supported
AHSG,P02765,1,Golgi apparatus,,Enhanced
AHSP,Q9NZD4,1,,,
AICDA,Q9GZX7,1,,,
AIDA,Q96BJ3,1,"Microtubules, Cytosol",Cytokinetic bridge,Approved
AIF1,P55008,1,Cytosol,,Uncertain
AIF1L,Q9BQI0,1,,,
AIFM1,O95831,1,Mitochondria,,Supported
AIFM2,Q9BRQ8,1,Vesicles,"Plasma membrane, Cytosol",Supported
AIFM3,Q96NN9,1,Mitochondria,,Supported
AIG1,Q9NVV5,1,Golgi apparatus,,Uncertain
AIM2,O14862,1,Mitochondria,"Nucleoplasm, Cytosol",Supported
AIMP1,Q12904,1,Cytosol,,Enhanced
AIMP2,Q13155,1,Cytosol,,Approved
AIP,O00170,1,Cytosol,,Supported
AIPL1,Q9NZN9,1,Nucleoplasm,"Nuclear speckles, Cytosol",Supported
AIRE,O43918,1,,,
AJAP1,Q9UKB5,1,,,
AJM1,C9J069,1,"Golgi apparatus, Plasma membrane",,Approved
AJUBA,Q96IF1,1,"Nucleoplasm, Golgi apparatus",,Approved
AK1,P00568,1,Cytosol,,Supported
AK2,P54819,1,Mitochondria,,Approved
AK3,Q9UIJ7,1,Mitochondria,,Supported
AK4,P27144,1,Mitochondria,,Supported
AK5,Q9Y6K8,1,Cytosol,Centriolar satellite,Supported
AK6,Q9Y3D8,1,Nuclear speckles,Centrosome,Supported
AK7,Q96M32,1,,,
AK8,Q96MA6,1,,,
AK9,Q5TCS8,1,Nucleoplasm,,Enhanced
AKAIN1,P0CW23,1,,,
AKAP1,Q92667,1,Mitochondria,,Supported
AKAP10,O43572,1,"Plasma membrane, Cytosol",,Supported
AKAP11,Q9UKA4,1,"Nucleoli, Plasma membrane, Cytosol",,Approved
AKAP12,Q02952,1,"Plasma membrane, Cytosol",,Enhanced
AKAP13,Q12802,1,Cytosol,,Supported
AKAP14,Q86UN6,1,,,
AKAP17A,Q02040,1,Nuclear speckles,Cytosol,Supported
AKAP3,O75969,1,,,
AKAP4,Q5JQC9,1,,,
AKAP5,P24588,1,Nucleoplasm,,Approved
AKAP6,Q13023,1,,,
AKAP7,"O43687,Q9P0M2",2,Vesicles,,Approved
AKAP8,O43823,1,Nucleoplasm,,Supported
AKAP8L,Q9ULX6,1,Nuclear speckles,,Supported
AKAP9,Q99996,1,Golgi apparatus,"Vesicles, Centrosome",Enhanced
AKIP1,Q9NQ31,1,Nucleoplasm,,Supported
AKIRIN1,Q9H9L7,1,Nucleoplasm,Nuclear membrane,Approved
AKIRIN2,Q53H80,1,Nucleoplasm,,Supported
AKNA,Q7Z591,1,Nucleoplasm,"Nucleoli fibrillar center, Centrosome, Cytosol",Supported
AKNAD1,Q5T1N1,1,Cytosol,"Microtubules, Cytokinetic bridge",Approved
AKR1A1,P14550,1,Cytosol,Nucleoplasm,Supported
AKR1B1,P15121,1,Cytosol,Nucleoplasm,Supported
AKR1B10,O60218,1,Cytosol,Plasma membrane,Supported
AKR1B15,C9JRZ8,1,Cytosol,Plasma membrane,Supported
AKR1C1,Q04828,1,"Endoplasmic reticulum, Cytosol",,Enhanced
AKR1C2,P52895,1,"Nucleoplasm, Cytosol","Nucleoli fibrillar center, Endoplasmic reticulum",Approved
AKR1C3,P42330,1,"Nucleoplasm, Cytosol","Nucleoli fibrillar center, Endoplasmic reticulum",Approved
AKR1C4,P17516,1,"Nucleoplasm, Cytosol","Nucleoli fibrillar center, Endoplasmic reticulum",Approved
AKR1C8P,Q5T2L2,1,,,
AKR1D1,P51857,1,Nucleoplasm,Cytosol,Approved
AKR1E2,Q96JD6,1,"Nucleoplasm, Golgi apparatus",Cytosol,Approved
AKR7A2,O43488,1,Cytosol,Golgi apparatus,Supported
AKR7A3,O95154,1,Cytosol,Golgi apparatus,Supported
AKT1,P31749,1,Nucleoplasm,Microtubules,Supported
AKT1S1,Q96B36,1,Cytosol,,Supported
AKT2,P31751,1,"Nucleoplasm, Vesicles, Cytosol",,Supported
AKT3,Q9Y243,1,Cytosol,Golgi apparatus,Supported
AKTIP,Q9H8T0,1,,,
AL021546.1,,0,Mitochondria,,Approved
AL021997.2,,0,,,
AL022312.1,L0R8F8,1,,,
AL022318.4,,0,,,
AL031178.1,,0,,,
AL031178.2,,0,,,
AL031315.1,,0,,,
AL031681.2,,0,Nucleoplasm,"Nuclear bodies, Midbody ring",Approved
AL031777.2,,0,Nucleoplasm,,Approved
AL034430.1,,0,,,
AL034430.2,,0,,,
AL035078.4,,0,Endoplasmic reticulum,,Supported
AL035460.1,,0,,,
AL035461.3,,0,Nucleoplasm,Cytosol,Approved
AL035699.1,,0,,,
AL049569.3,,0,,,
AL049629.2,,0,"Golgi apparatus, Vesicles",,Uncertain
AL049634.2,,0,,,
AL110118.1,,0,,,
AL117348.2,,0,Nucleoplasm,"Vesicles, Cytosol",Approved
AL121758.1,,0,,,
AL121845.2,,0,,,
AL121845.3,,0,,,
AL121899.2,,0,,,
AL121900.1,,0,"Nucleoli, Cytosol",,Uncertain
AL132671.2,,0,Golgi apparatus,,Approved
AL132780.3,,0,,,
AL133500.1,,0,Nucleoplasm,Cytosol,Approved
AL135905.2,,0,,,
AL136115.4,,0,,,
AL136295.1,,0,Golgi apparatus,,Approved
AL136295.3,,0,,,
AL139011.2,,0,,,
AL139260.3,,0,Nucleoplasm,Mitochondria,Approved
AL139300.1,,0,Plasma membrane,Nucleoplasm,Approved
AL139353.1,,0,,,
AL157392.5,,0,,,
AL158151.3,,0,,,
AL159163.1,,0,,,
AL160272.2,,0,,,
AL162231.1,,0,Vesicles,"Nucleoli, Endoplasmic reticulum",Approved
AL162231.3,,0,,,
AL162417.1,,0,Nucleoplasm,,Uncertain
AL162596.1,,0,,,
AL163195.3,,0,,,
AL163636.1,,0,,,
AL353572.3,,0,,,
AL353579.1,,0,,,
AL353671.1,,0,"Plasma membrane, Cytosol",,Approved
AL354761.1,,0,,,
AL354822.1,,0,,,
AL355102.2,,0,,,
AL355315.1,,0,Plasma membrane,,Uncertain
AL355916.3,,0,,,
AL357075.4,G9CGD6,1,"Nuclear speckles, Plasma membrane","Nucleoli, Cytoplasmic bodies",Approved
AL358113.1,,0,"Nucleoplasm, Plasma membrane, Cell Junctions",,Approved
AL359092.3,,0,,,
AL365214.2,,0,,,
AL391650.1,,0,,,
AL391987.1,,0,,,
AL391987.2,,0,,,
AL441992.2,,0,Cytosol,,Approved
AL445238.1,,0,,,
AL445524.2,,0,,,
AL445989.1,,0,,,
AL451007.3,,0,,,
AL451106.1,,0,,,
AL512428.1,,0,,,
AL512785.2,,0,Nucleoplasm,,Approved
AL589987.1,,0,,,
AL590132.1,,0,,,
AL592183.1,,0,,,
AL592490.1,,0,Vesicles,Cytokinetic bridge,Approved
AL603764.2,,0,,,
AL603832.3,,0,,,
AL627230.1,,0,,,
AL627230.3,,0,,,
AL645922.1,,0,"Endoplasmic reticulum, Vesicles",Cell Junctions,Approved
AL645941.2,,0,,,
AL662884.4,,0,,,
AL662899.2,,0,,,
AL669918.1,,0,"Nuclear speckles, Endoplasmic reticulum",,Approved
AL672142.1,,0,,,
AL691442.1,,0,,,
AL713999.1,,0,,,
AL772284.1,,0,Nucleoli,,Approved
AL845331.1,,0,,,
AL929554.1,,0,,,
ALAD,P13716,1,Cytosol,,Approved
ALAS1,P13196,1,Mitochondria,Nucleoplasm,Supported
ALAS2,P22557,1,,,
ALB,P02768,1,Golgi apparatus,Endoplasmic reticulum,Enhanced
ALCAM,Q13740,1,Vesicles,,Uncertain
ALDH16A1,Q8IZ83,1,,,
ALDH18A1,P54886,1,Mitochondria,,Enhanced
ALDH1A1,P00352,1,Cytosol,,Enhanced
ALDH1A2,O94788,1,,,
ALDH1A3,P47895,1,Nucleoplasm,Cytosol,Supported
ALDH1B1,P30837,1,Mitochondria,,Supported
ALDH1L1,O75891,1,Cytosol,,Supported
ALDH1L2,Q3SY69,1,Mitochondria,,Enhanced
ALDH2,P05091,1,,,
ALDH3A1,P30838,1,"Plasma membrane, Cytosol","Nucleoplasm, Vesicles",Supported
ALDH3A2,P51648,1,"Endoplasmic reticulum, Cytosol",,Approved
ALDH3B1,P43353,1,,,
ALDH3B2,P48448,1,,,
ALDH4A1,P30038,1,Mitochondria,,Supported
ALDH5A1,P51649,1,Mitochondria,,Supported
ALDH6A1,Q02252,1,Mitochondria,,Enhanced
ALDH7A1,P49419,1,Mitochondria,Cytosol,Supported
ALDH8A1,Q9H2A2,1,Centrosome,Nucleoplasm,Approved
ALDH9A1,P49189,1,Cytosol,,Approved
ALDOA,P04075,1,Cytosol,,Approved
ALDOB,P05062,1,,,
ALDOC,P09972,1,"Nucleoplasm, Nucleoli fibrillar center","Vesicles, Cytosol",Approved
ALG1,Q9BT22,1,Endoplasmic reticulum,Nucleoli fibrillar center,Approved
ALG10,Q5BKT4,1,Endoplasmic reticulum,,Approved
ALG10B,Q5I7T1,1,Endoplasmic reticulum,,Approved
ALG11,Q2TAA5,1,,,
ALG12,Q9BV10,1,Endoplasmic reticulum,,Approved
ALG13,Q9NP73,1,Vesicles,Cytosol,Approved
ALG14,Q96F25,1,Nucleoli,Nucleoplasm,Approved
ALG1L,Q6GMV1,1,,,
ALG1L2,C9J202,1,Endoplasmic reticulum,Nucleoli fibrillar center,Uncertain
ALG2,Q9H553,1,Golgi apparatus,,Approved
ALG3,Q92685,1,,,
ALG5,Q9Y673,1,Cytosol,,Approved
ALG6,Q9Y672,1,Endoplasmic reticulum,,Approved
ALG8,Q9BVK2,1,Nucleoplasm,,Approved
ALG9,Q9H6U8,1,Endoplasmic reticulum,,Approved
ALK,Q9UM73,1,Plasma membrane,,Supported
ALKAL1,Q6UXT8,1,,,
ALKAL2,Q6UX46,1,,,
ALKBH1,Q13686,1,Nucleoplasm,Endoplasmic reticulum,Supported
ALKBH2,Q6NS38,1,Nucleoplasm,,Enhanced
ALKBH3,Q96Q83,1,Nucleoplasm,Mitochondria,Supported
ALKBH4,Q9NXW9,1,,,
ALKBH5,Q6P6C2,1,"Nucleoplasm, Cytosol",Golgi apparatus,Approved
ALKBH6,Q3KRA9,1,Nucleoplasm,Focal adhesion sites,Supported
ALKBH7,Q9BT30,1,Mitochondria,,Supported
ALKBH8,Q96BT7,1,Nucleoplasm,,Supported
ALLC,Q8N6M5,1,,,
ALMS1,Q8TCU4,1,"Nuclear speckles, Centrosome",Cytosol,Approved
ALOX12,P18054,1,Cytosol,"Nuclear speckles, Vesicles",Supported
ALOX12B,O75342,1,Cytosol,Vesicles,Supported
ALOX15,P16050,1,,,
ALOX15B,O15296,1,"Plasma membrane, Cytosol",,Supported
ALOX5,P09917,1,Nucleoplasm,,Supported
ALOX5AP,P20292,1,,,
ALOXE3,Q9BYJ1,1,"Plasma membrane, Cytosol",,Approved
ALPG,P10696,1,Plasma membrane,,Approved
ALPI,P09923,1,Plasma membrane,,Approved
ALPK1,Q96QP1,1,Centrosome,,Approved
ALPK2,Q86TB3,1,Cytosol,,Approved
ALPK3,Q96L96,1,Nucleoplasm,,Approved
ALPL,P05186,1,Cytosol,,Approved
ALPP,P05187,1,Plasma membrane,,Approved
ALS2,Q96Q42,1,"Vesicles, Cytosol",,Approved
ALS2CL,Q60I27,1,,,
ALX1,Q15699,1,Nuclear bodies,"Nucleoplasm, Golgi apparatus",Supported
ALX3,O95076,1,Nucleoli fibrillar center,,Approved
ALX4,Q9H161,1,Nucleoplasm,,Supported
ALYREF,,0,"Nucleoplasm, Nuclear speckles",,Approved
AMACR,Q9UHK6,1,"Vesicles, Plasma membrane",,Supported
AMBN,Q9NP70,1,Vesicles,Nucleoplasm,Uncertain
AMBP,P02760,1,Vesicles,"Golgi apparatus, Cytosol",Approved
AMBRA1,Q9C0C7,1,Vesicles,Mitochondria,Approved
AMD1,P17707,1,Nucleoplasm,,Approved
AMDHD1,Q96NU7,1,Cytosol,"Nucleoplasm, Plasma membrane",Approved
AMDHD2,Q9Y303,1,"Nucleoli, Cytosol",,Approved
AMELX,Q99217,1,,,
AMELY,Q99218,1,,,
AMER1,Q5JTC6,1,Nuclear bodies,"Vesicles, Plasma membrane",Supported
AMER2,Q8N7J2,1,Plasma membrane,,Supported
AMER3,Q8N944,1,Nuclear bodies,"Nucleoplasm, Cytosol",Approved
AMFR,Q9UKV5,1,"Endoplasmic reticulum, Golgi apparatus",,Supported
AMH,P03971,1,"Vesicles, Aggresome",,Approved
AMHR2,Q16671,1,Vesicles,"Nucleoplasm, Cytosol",Approved
AMIGO1,Q86WK6,1,"Nucleoplasm, Nuclear bodies",,Approved
AMIGO2,Q86SJ2,1,"Golgi apparatus, Plasma membrane",Cytosol,Approved
AMIGO3,Q86WK7,1,,,
AMMECR1,Q9Y4X0,1,Nucleoplasm,Mitochondria,Supported
AMMECR1L,Q6DCA0,1,Nucleoplasm,Cytosol,Approved
AMN,Q9BXJ7,1,,,
AMN1,Q8IY45,1,Centrosome,,Approved
AMOT,Q4VCS5,1,Cell Junctions,Nucleoplasm,Supported
AMOTL1,Q8IY63,1,Cytosol,Cell Junctions,Approved
AMOTL2,Q9Y2J4,1,Cell Junctions,,Approved
AMPD1,P23109,1,,,
AMPD2,Q01433,1,Cytosol,,Enhanced
AMPD3,Q01432,1,Nuclear membrane,Nucleoli,Approved
AMPH,P49418,1,Cytosol,Plasma membrane,Supported
AMT,P48728,1,Mitochondria,Nucleoplasm,Supported
AMTN,Q6UX39,1,,,
AMY1A,P04745,1,,,
AMY1B,P04745,1,,,
AMY1C,P04745,1,,,
AMY2A,P04746,1,,,
AMY2B,P19961,1,,,
AMZ1,Q400G9,1,,,
AMZ2,Q86W34,1,Nucleoplasm,"Nuclear bodies, Cytosol",Supported
ANAPC1,Q9H1A4,1,Vesicles,,Approved
ANAPC10,Q9UM13,1,Nucleoplasm,Golgi apparatus,Approved
ANAPC11,Q9NYG5,1,Nucleoplasm,Nucleoli,Enhanced
ANAPC13,Q9BS18,1,"Mitochondria, Cytosol",,Approved
ANAPC15,P60006,1,Nucleoplasm,Vesicles,Approved
ANAPC16,Q96DE5,1,Cytosol,,Supported
ANAPC2,Q9UJX6,1,Nucleoplasm,,Enhanced
ANAPC4,Q9UJX5,1,Intermediate filaments,,Approved
ANAPC5,Q9UJX4,1,Nucleoplasm,,Approved
ANAPC7,Q9UJX3,1,"Nucleoplasm, Cytosol",,Approved
ANG,P03950,1,"Nucleoli, Nucleoli rim, Mitotic chromosome",Actin filaments,Approved
ANGEL1,Q9UNK9,1,Nucleoplasm,,Approved
ANGEL2,Q5VTE6,1,Nucleoplasm,"Nuclear bodies, Mitochondria",Approved
ANGPT1,Q15389,1,,,
ANGPT2,O15123,1,,,
ANGPT4,Q9Y264,1,,,
ANGPTL1,O95841,1,,,
ANGPTL2,Q9UKU9,1,Golgi apparatus,,Approved
ANGPTL3,Q9Y5C1,1,,,
ANGPTL4,Q9BY76,1,"Nucleoplasm, Vesicles",,Approved
ANGPTL5,Q86XS5,1,,,
ANGPTL6,Q8NI99,1,,,
ANGPTL7,O43827,1,,,
ANGPTL8,Q6UXH0,1,Golgi apparatus,Nucleoplasm,Approved
ANHX,E9PGG2,1,,,
ANK1,P16157,1,,,
ANK2,Q01484,1,Plasma membrane,,Supported
ANK3,Q12955,1,Plasma membrane,,Supported
ANKAR,Q7Z5J8,1,Centriolar satellite,Nucleoplasm,Approved
ANKDD1A,Q495B1,1,Nucleoplasm,,Approved
ANKDD1B,A6NHY2,1,,,
ANKEF1,Q9NU02,1,"Nucleoli fibrillar center, Plasma membrane, Cytosol",,Approved
ANKFN1,Q8N957,1,Nucleoplasm,Plasma membrane,Approved
ANKFY1,Q9P2R3,1,Endosomes,,Enhanced
ANKH,Q9HCJ1,1,Cytosol,,Uncertain
ANKHD1,Q8IWZ3,1,,,
ANKHD1-EIF4EBP3,,0,,,
ANKIB1,Q9P2G1,1,"Plasma membrane, Cytosol",,Supported
ANKK1,Q8NFD2,1,,,
ANKLE1,Q8NAG6,1,"Nucleoplasm, Cytosol",,Supported
ANKLE2,Q86XL3,1,"Endoplasmic reticulum, Plasma membrane",,Supported
ANKMY1,Q9P2S6,1,"Nucleoplasm, Nuclear bodies",Cytosol,Approved
ANKMY2,Q8IV38,1,Cytosol,Nucleoplasm,Approved
ANKRA2,Q9H9E1,1,Plasma membrane,"Nucleoplasm, Cell Junctions",Supported
ANKRD1,Q15327,1,Nucleoli fibrillar center,Nucleoplasm,Approved
ANKRD10,Q9NXR5,1,Nucleoplasm,,Supported
ANKRD11,Q6UB99,1,Nucleoplasm,Cytosol,Enhanced
ANKRD12,Q6UB98,1,Nucleoplasm,Cytosol,Supported
ANKRD13A,Q8IZ07,1,Plasma membrane,,Supported
ANKRD13B,Q86YJ7,1,Vesicles,,Supported
ANKRD13C,Q8N6S4,1,,,
ANKRD13D,Q6ZTN6,1,Nucleoplasm,Mitochondria,Approved
ANKRD16,Q6P6B7,1,Endoplasmic reticulum,,Approved
ANKRD17,O75179,1,Nucleoplasm,Nuclear membrane,Supported
ANKRD18A,Q8IVF6,1,"Nucleoli, Nucleoli rim",Cytosol,Uncertain
ANKRD18B,A2A2Z9,1,"Nucleoli, Nucleoli rim",Cytosol,Uncertain
ANKRD2,Q9GZV1,1,Vesicles,,Enhanced
ANKRD20A1,Q5TYW2,1,"Nucleoli, Nucleoli rim",Cytosol,Uncertain
ANKRD20A2P,Q5SQ80,1,,,
ANKRD20A3P,Q5VUR7,1,,,
ANKRD20A4P,Q4UJ75,1,,,
ANKRD22,Q5VYY1,1,Nucleoplasm,,Approved
ANKRD23,Q86SG2,1,"Nucleoplasm, Cytosol",Actin filaments,Approved
ANKRD24,Q8TF21,1,"Microtubules, Cytosol",,Uncertain
ANKRD26,Q9UPS8,1,"Golgi apparatus, Vesicles",,Approved
ANKRD27,Q96NW4,1,Vesicles,Cytosol,Supported
ANKRD28,O15084,1,,,
ANKRD29,Q8N6D5,1,"Nucleoplasm, Nuclear bodies",,Approved
ANKRD30A,Q9BXX3,1,Nucleoli,,Uncertain
ANKRD30B,Q9BXX2,1,Nucleoli,,Approved
ANKRD30BL,A7E2S9,1,Plasma membrane,,Approved
ANKRD31,Q8N7Z5,1,"Nucleoplasm, Centrosome","Nucleoli, Vesicles",Approved
ANKRD33,Q7Z3H0,1,,,
ANKRD33B,A6NCL7,1,Mitochondria,,Approved
ANKRD34A,Q69YU3,1,Cytosol,,Enhanced
ANKRD34B,A5PLL1,1,"Nucleoplasm, Mitochondria",Cytosol,Approved
ANKRD34C,P0C6C1,1,Mitochondria,,Approved
ANKRD35,Q8N283,1,Plasma membrane,Nucleoplasm,Approved
ANKRD36,A6QL64,1,"Nucleoplasm, Cytosol",,Approved
ANKRD36B,Q8N2N9,1,"Nucleoplasm, Cytosol",,Approved
ANKRD36C,Q5JPF3,1,"Nucleoplasm, Cytosol",,Approved
ANKRD37,Q7Z713,1,"Nucleoplasm, Cytosol",,Supported
ANKRD39,Q53RE8,1,Nucleoplasm,Vesicles,Approved
ANKRD40,Q6AI12,1,Golgi apparatus,"Nucleoli fibrillar center, Cytosol",Approved
ANKRD40CL,Q53H64,1,,,
ANKRD42,Q8N9B4,1,"Nucleoplasm, Cytosol",Plasma membrane,Approved
ANKRD44,Q8N8A2,1,Mitochondria,Nuclear speckles,Approved
ANKRD45,Q5TZF3,1,Cytosol,"Plasma membrane, Centrosome",Approved
ANKRD46,Q86W74,1,Cytosol,,Approved
ANKRD49,Q8WVL7,1,"Nucleoplasm, Nucleoli",Golgi apparatus,Approved
ANKRD50,Q9ULJ7,1,"Nucleoplasm, Cytosol",,Approved
ANKRD52,Q8NB46,1,"Nucleoplasm, Mitochondria",,Approved
ANKRD53,Q8N9V6,1,,,
ANKRD54,Q6NXT1,1,"Microtubules, Midbody",Nucleoplasm,Approved
ANKRD55,Q3KP44,1,"Nucleoplasm, Nuclear speckles",Cytosol,Approved
ANKRD6,Q9Y2G4,1,Vesicles,,Enhanced
ANKRD60,Q9BZ19,1,,,
ANKRD61,A6NGH8,1,Nucleoplasm,,Enhanced
ANKRD62,A6NC57,1,"Nucleoplasm, Nuclear bodies",Actin filaments,Uncertain
ANKRD63,C9JTQ0,1,Mitochondria,,Approved
ANKRD65,E5RJM6,1,Nucleoplasm,,Approved
ANKRD66,B4E2M5,1,,,
ANKRD7,Q92527,1,Nucleoplasm,,Enhanced
ANKRD9,Q96BM1,1,,,
ANKS1A,Q92625,1,Nucleoplasm,Cytosol,Approved
ANKS1B,Q7Z6G8,1,Nucleoplasm,Plasma membrane,Supported
ANKS3,Q6ZW76,1,Nucleoplasm,Cytosol,Approved
ANKS4B,Q8N8V4,1,"Nucleoplasm, Cytosol",,Approved
ANKS6,Q68DC2,1,Nucleoli,"Nucleoplasm, Cytosol",Approved
ANKUB1,A6NFN9,1,,,
ANKZF1,Q9H8Y5,1,Nucleoplasm,"Nuclear bodies, Cytosol",Approved
ANLN,Q9NQW6,1,Nucleoplasm,Midbody,Enhanced
ANO1,Q5XXA6,1,Plasma membrane,Nucleoplasm,Supported
ANO10,Q9NW15,1,Plasma membrane,Vesicles,Supported
ANO2,Q9NQ90,1,Plasma membrane,Nucleoplasm,Supported
ANO3,Q9BYT9,1,,,
ANO4,Q32M45,1,,,
ANO5,Q75V66,1,,,
ANO6,Q4KMQ2,1,"Plasma membrane, Cytosol",,Approved
ANO7,Q6IWH7,1,,,
ANO8,Q9HCE9,1,,,
ANO9,A1A5B4,1,Golgi apparatus,,Uncertain
ANOS1,P23352,1,,,
ANP32A,P39687,1,Nucleoplasm,"Centrosome, Cytosol",Supported
ANP32B,Q92688,1,Nucleoplasm,"Centrosome, Cytosol",Supported
ANP32D,O95626,1,Nucleoplasm,Centrosome,Approved
ANP32E,Q9BTT0,1,Nucleoplasm,"Centrosome, Cytosol",Approved
